"ID{id,int}(idx)","类型{type,int}","类型(num,t)","选择描述(str,chooseDes)","场景跳转图片(str,datePlace)","跳转剧情(num,plotId)","微信开场剧情(str,startDes)","微信开场描述(str,indexDes)","美女约会开场(funcs,beautyStartDes)","美女约会地点引用(funcs,beautyDatePlace)","剧情(funcs,plotDes)","正确选择项(num,rightChoose)","奖励1{prize1,json_funcs}","奖励2{prize2,json_funcs}","奖励3{prize3,json_funcs}","选项1下一段剧情{nextCid1,int}","选项2下一段剧情{nextCid2,int} ","选项3下一段剧情{nextCid3,int}","剧情开始标志(num,showtime)",
57015002,1,2,,,,,新开了一个商场，有时间去逛逛吗？,,,"{{1,0,1},{{""新开了一个商场，有时间去逛逛吗？""},{""可以啊，你是选择当钱包，还是提包呢？""},{""这还用选？当然一起啦"",""我选择GO DIE""}},{1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:1}]",[],57020408,57020408,0,1,
57020101,1,3,风景区,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800016,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020102,1,3,公园,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800003,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020103,1,3,商业街,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800018,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020104,1,3,风景区,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800016,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020105,1,3,公园,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800003,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020106,1,3,商业街,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800018,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020107,1,3,茶楼,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800019,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020108,1,3,风景区,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800016,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020109,1,3,公园,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800003,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020110,1,3,商业街,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800018,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020111,1,3,茶楼,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800019,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020112,1,3,温泉山庄,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800020,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020201,1,3,风景区,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800016,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020202,1,3,公园,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800003,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020203,1,3,商业街,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800018,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020204,1,3,风景区,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800016,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020205,1,3,公园,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800003,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020206,1,3,商业街,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800018,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020207,1,3,茶楼,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800019,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020208,1,3,风景区,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800016,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020209,1,3,公园,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800003,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020210,1,3,商业街,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800018,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020211,1,3,茶楼,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800019,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020212,1,3,温泉山庄,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800020,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020301,1,3,城市广场,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800006,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020302,1,3,咖啡馆,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800007,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020303,1,3,健身房,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800008,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020304,1,3,城市广场,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800006,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020305,1,3,咖啡馆,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800007,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020306,1,3,健身房,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800008,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020307,1,3,电玩厅,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800009,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020308,1,3,城市广场,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800006,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020309,1,3,咖啡馆,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800007,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020310,1,3,健身房,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800008,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020311,1,3,电玩厅,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800009,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020312,1,3,游乐场,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800010,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020401,1,3,城市广场,dizhi,53204011,,哈哈，开玩笑了，那我收拾准备出发了。,,50800006,"{{0,1,0},{{""哈哈，开玩笑了，那我收拾准备出发了。""},{""好了，我这就把地址发给你，可不能让你久等""},{""嗯嗯，不见不散""}},{1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,0,
57020402,1,3,咖啡馆,dizhi,53204012,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800007,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020403,1,3,健身房,dizhi,53204012,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800008,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020404,1,3,城市广场,dizhi,53204011,,哈哈，开玩笑了，那我收拾准备出发了。,,50800006,"{{0,1,0},{{""哈哈，开玩笑了，那我收拾准备出发了。""},{""好了，我这就把地址发给你，可不能让你久等""},{""嗯嗯，不见不散""}},{1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,0,
57020405,1,3,咖啡馆,dizhi,53204012,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800007,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020406,1,3,健身房,dizhi,53204012,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800008,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020407,1,3,电玩厅,dizhi,53204012,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800009,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020408,1,3,城市广场,dizhi,53204011,,哈哈，开玩笑了，那我收拾准备出发了。,,50800006,"{{0,1,0},{{""哈哈，开玩笑了，那我收拾准备出发了。""},{""好了，我这就把地址发给你，可不能让你久等""},{""嗯嗯，不见不散""}},{1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,0,
57020409,1,3,咖啡馆,dizhi,53204012,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800007,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020410,1,3,健身房,dizhi,53204012,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800008,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020411,1,3,电玩厅,dizhi,53204012,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800009,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020412,1,3,游乐场,dizhi,53204012,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800010,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020413,1,3,城市广场,dizhi,53204011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800006,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020501,1,3,城市广场,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800006,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020502,1,3,咖啡馆,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800007,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020503,1,3,健身房,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800008,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020504,1,3,城市广场,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800006,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020505,1,3,咖啡馆,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800007,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020506,1,3,健身房,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800008,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020507,1,3,电玩厅,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800009,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020508,1,3,城市广场,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800006,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020509,1,3,咖啡馆,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800007,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020510,1,3,健身房,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800008,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020511,1,3,电玩厅,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800009,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020512,1,3,游乐场,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800010,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020601,1,3,风景区,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800016,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020602,1,3,公园,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800003,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
57020603,1,3,商业街,dizhi,53221011,,听说今天有家西餐厅开业，不知小姐姐是否有时间？,,50800018,"{{1,0,1,0},{{""听说今天有家西餐厅开业，不知小姐姐是否有时间？""},{""你这是在约我出去吃饭么？""},{""当然，可否给个机会？""},{""那好呀""}},{1,1,1,1}}",1,"[{type:42,param:0,value:3}]","[{type:42,param:0,value:2}]","[{type:42,param:0,value:1}]",0,0,0,1,
