"编号{id,int}(idx)","关卡名(str,pname)","关卡节点名(str,name)","描述(str,desc)","章节{chapter,int}(num,zj)","部分{part,int}(num,gk)","序号{ix,int}(num,zdjd)","头像(str,h1)","方头像(str,h2)","半身像(str,hf)","名字(str,bossn)","简介(str,bossd)","背景图(str,bg)","传单颜色(num,bColor)","战斗配置(num,fCfg)","口才{eqen,long}(num,kc)","实力{chance,long}(num,sl)","参数1{param1,long}","参数2{param2,long}","是否boss{boss,bool}(str,boss)","奖励{prize,json_funcs}(json,jl)","文字描述1","文字描述2",
40012521,125章2关,125章2关1点,125章2关1点描述,125,2,0,,,,,,,2,40200005,3508740,34740000,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012521,240012521,
40012522,125章2关,125章2关2点,125章2关2点描述,125,2,1,,,,,,,1,40200005,3578914,35087400,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012522,240012522,
40012523,125章2关,125章2关3点,125章2关3点描述,125,2,2,,,,,,,2,40200003,3649784,35434800,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012523,240012523,
40012524,125章2关,125章2关4点,125章2关4点描述,125,2,3,,,,,,,2,40200003,3721348,35782200,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012524,240012524,
40012525,125章2关,125章2关5点,125章2关5点描述,125,2,4,,,,,,,2,40200008,3793608,36129600,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012525,240012525,
40012526,125章2关,125章2关6点,125章2关6点描述,125,2,5,,,,,,,3,40200008,3903386,36824400,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012526,240012526,
40012527,125章2关,125章2关7点,125章2关7点描述,125,2,6,,,,,,,2,40200007,4014554,37519200,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012527,240012527,
40012528,125章2关,125章2关8点,125章2关8点描述,125,2,7,,,,,,,3,40200007,4127112,38214000,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5},{type:11,param:30130015,value:1}]",140012528,240012528,
40012531,125章3关,125章3关1点,125章3关1点描述,125,3,0,,,,,,,1,40200004,3559240,35240000,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012531,240012531,
40012532,125章3关,125章3关2点,125章3关2点描述,125,3,1,,,,,,,3,40200004,3630424,35592400,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012532,240012532,
40012533,125章3关,125章3关3点,125章3关3点描述,125,3,2,,,,,,,2,40200003,3702314,35944800,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012533,240012533,
40012534,125章3关,125章3关4点,125章3关4点描述,125,3,3,,,,,,,1,40200003,3774908,36297200,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012534,240012534,
40012535,125章3关,125章3关5点,125章3关5点描述,125,3,4,,,,,,,3,40200005,3848208,36649600,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012535,240012535,
40012536,125章3关,125章3关6点,125章3关6点描述,125,3,5,,,,,,,1,40200005,3959566,37354400,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012536,240012536,
40012537,125章3关,125章3关7点,125章3关7点描述,125,3,6,,,,,,,3,40200003,4072334,38059200,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012537,240012537,
40012538,125章3关,125章3关8点,125章3关8点描述,125,3,7,,,,,,,1,40200003,4186512,38764000,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5},{type:11,param:30130015,value:1}]",140012538,240012538,
40012541,125章4关,125章4关1点,125章4关1点描述,125,4,0,,,,,,,2,40200004,3609740,35740000,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012541,240012541,
40012542,125章4关,125章4关2点,125章4关2点描述,125,4,1,,,,,,,1,40200004,3681934,36097400,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012542,240012542,
40012543,125章4关,125章4关3点,125章4关3点描述,125,4,2,,,,,,,2,40200008,3754844,36454800,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012543,240012543,
40012544,125章4关,125章4关4点,125章4关4点描述,125,4,3,,,,,,,1,40200008,3828468,36812200,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012544,240012544,
40012545,125章4关,125章4关5点,125章4关5点描述,125,4,4,,,,,,,1,40200002,3902808,37169600,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012545,240012545,
40012546,125章4关,125章4关6点,125章4关6点描述,125,4,5,,,,,,,2,40200002,4015746,37884400,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012546,240012546,
40012547,125章4关,125章4关7点,125章4关7点描述,125,4,6,,,,,,,1,40200008,4130114,38599200,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012547,240012547,
40012548,125章4关,125章4关8点,125章4关8点描述,125,4,7,,,,,,,3,40200008,4245912,39314000,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5},{type:11,param:30130015,value:1}]",140012548,240012548,
40012551,125章5关,125章5关1点,125章5关1点描述,125,5,0,,,,,,,3,40200005,3660240,36240000,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012551,240012551,
40012552,125章5关,125章5关2点,125章5关2点描述,125,5,1,,,,,,,1,40200005,3733444,36602400,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012552,240012552,
40012553,125章5关,125章5关3点,125章5关3点描述,125,5,2,,,,,,,3,40200004,3807374,36964800,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012553,240012553,
40012554,125章5关,125章5关4点,125章5关4点描述,125,5,3,,,,,,,3,40200004,3882028,37327200,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012554,240012554,
40012555,125章5关,125章5关5点,125章5关5点描述,125,5,4,,,,,,,3,40200002,3957408,37689600,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012555,240012555,
40012556,125章5关,125章5关6点,125章5关6点描述,125,5,5,,,,,,,3,40200002,4071926,38414400,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012556,240012556,
40012557,125章5关,125章5关7点,125章5关7点描述,125,5,6,,,,,,,1,40200002,4187894,39139200,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5}]",140012557,240012557,
40012558,125章5关,125章5关8点,125章5关8点描述,125,5,7,,,,,,,1,40200002,4305312,39864000,10000,50000,false,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5},{type:11,param:30130015,value:1}]",140012558,240012558,
40012561,地头蛇,地头蛇,地头蛇描述,125,6,0,10031204,10031234,10032204,第125BOSS,第125BOSS描述,gk_3,,40200010,0,3251440000,0,0,true,"[{type:4,param:80400001,value:145230},{type:10,param:0,value:5},{type:11,param:30130005,value:1},{type:33,value:25}]",140012561,240012561,
40012611,126章1关,126章1关1点,126章1关1点描述,126,1,0,,,,,,,1,40200009,3710740,36740000,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012611,240012611,
40012612,126章1关,126章1关2点,126章1关2点描述,126,1,1,,,,,,,2,40200009,3784954,37107400,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012612,240012612,
40012613,126章1关,126章1关3点,126章1关3点描述,126,1,2,,,,,,,2,40200002,3859904,37474800,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012613,240012613,
40012614,126章1关,126章1关4点,126章1关4点描述,126,1,3,,,,,,,2,40200002,3935588,37842200,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012614,240012614,
40012615,126章1关,126章1关5点,126章1关5点描述,126,1,4,,,,,,,1,40200009,4012008,38209600,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012615,240012615,
40012616,126章1关,126章1关6点,126章1关6点描述,126,1,5,,,,,,,1,40200009,4128106,38944400,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012616,240012616,
40012617,126章1关,126章1关7点,126章1关7点描述,126,1,6,,,,,,,2,40200003,4245674,39679200,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012617,240012617,
40012618,126章1关,126章1关8点,126章1关8点描述,126,1,7,,,,,,,1,40200003,4364712,40414000,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5},{type:11,param:30130015,value:1}]",140012618,240012618,
40012621,126章2关,126章2关1点,126章2关1点描述,126,2,0,,,,,,,2,40200003,3761240,37240000,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012621,240012621,
40012622,126章2关,126章2关2点,126章2关2点描述,126,2,1,,,,,,,3,40200003,3836464,37612400,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012622,240012622,
40012623,126章2关,126章2关3点,126章2关3点描述,126,2,2,,,,,,,2,40200008,3912434,37984800,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012623,240012623,
40012624,126章2关,126章2关4点,126章2关4点描述,126,2,3,,,,,,,2,40200008,3989148,38357200,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012624,240012624,
40012625,126章2关,126章2关5点,126章2关5点描述,126,2,4,,,,,,,2,40200006,4066608,38729600,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012625,240012625,
40012626,126章2关,126章2关6点,126章2关6点描述,126,2,5,,,,,,,3,40200006,4184286,39474400,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012626,240012626,
40012627,126章2关,126章2关7点,126章2关7点描述,126,2,6,,,,,,,1,40200009,4303454,40219200,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012627,240012627,
40012628,126章2关,126章2关8点,126章2关8点描述,126,2,7,,,,,,,3,40200009,4424112,40964000,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5},{type:11,param:30130015,value:1}]",140012628,240012628,
40012631,126章3关,126章3关1点,126章3关1点描述,126,3,0,,,,,,,2,40200005,3811740,37740000,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012631,240012631,
40012632,126章3关,126章3关2点,126章3关2点描述,126,3,1,,,,,,,1,40200005,3887974,38117400,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012632,240012632,
40012633,126章3关,126章3关3点,126章3关3点描述,126,3,2,,,,,,,2,40200008,3964964,38494800,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012633,240012633,
40012634,126章3关,126章3关4点,126章3关4点描述,126,3,3,,,,,,,3,40200008,4042708,38872200,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012634,240012634,
40012635,126章3关,126章3关5点,126章3关5点描述,126,3,4,,,,,,,1,40200003,4121208,39249600,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012635,240012635,
40012636,126章3关,126章3关6点,126章3关6点描述,126,3,5,,,,,,,3,40200003,4240466,40004400,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012636,240012636,
40012637,126章3关,126章3关7点,126章3关7点描述,126,3,6,,,,,,,1,40200003,4361234,40759200,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012637,240012637,
40012638,126章3关,126章3关8点,126章3关8点描述,126,3,7,,,,,,,1,40200003,4483512,41514000,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5},{type:11,param:30130015,value:1}]",140012638,240012638,
40012641,126章4关,126章4关1点,126章4关1点描述,126,4,0,,,,,,,1,40200009,3862240,38240000,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012641,240012641,
40012642,126章4关,126章4关2点,126章4关2点描述,126,4,1,,,,,,,3,40200009,3939484,38622400,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012642,240012642,
40012643,126章4关,126章4关3点,126章4关3点描述,126,4,2,,,,,,,1,40200008,4017494,39004800,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012643,240012643,
40012644,126章4关,126章4关4点,126章4关4点描述,126,4,3,,,,,,,3,40200008,4096268,39387200,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012644,240012644,
40012645,126章4关,126章4关5点,126章4关5点描述,126,4,4,,,,,,,3,40200009,4175808,39769600,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012645,240012645,
40012646,126章4关,126章4关6点,126章4关6点描述,126,4,5,,,,,,,3,40200009,4296646,40534400,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012646,240012646,
40012647,126章4关,126章4关7点,126章4关7点描述,126,4,6,,,,,,,1,40200005,4419014,41299200,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012647,240012647,
40012648,126章4关,126章4关8点,126章4关8点描述,126,4,7,,,,,,,1,40200005,4542912,42064000,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5},{type:11,param:30130015,value:1}]",140012648,240012648,
40012651,126章5关,126章5关1点,126章5关1点描述,126,5,0,,,,,,,1,40200002,3912740,38740000,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012651,240012651,
40012652,126章5关,126章5关2点,126章5关2点描述,126,5,1,,,,,,,2,40200002,3990994,39127400,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012652,240012652,
40012653,126章5关,126章5关3点,126章5关3点描述,126,5,2,,,,,,,3,40200004,4070024,39514800,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012653,240012653,
40012654,126章5关,126章5关4点,126章5关4点描述,126,5,3,,,,,,,2,40200004,4149828,39902200,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012654,240012654,
40012655,126章5关,126章5关5点,126章5关5点描述,126,5,4,,,,,,,2,40200002,4230408,40289600,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012655,240012655,
40012656,126章5关,126章5关6点,126章5关6点描述,126,5,5,,,,,,,1,40200002,4352826,41064400,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012656,240012656,
40012657,126章5关,126章5关7点,126章5关7点描述,126,5,6,,,,,,,2,40200005,4476794,41839200,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5}]",140012657,240012657,
40012658,126章5关,126章5关8点,126章5关8点描述,126,5,7,,,,,,,3,40200005,4602312,42614000,10000,50400,false,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5},{type:11,param:30130015,value:1}]",140012658,240012658,
40012661,地头蛇,地头蛇,地头蛇描述,126,6,0,10031208,10031238,10032208,第126BOSS,第126BOSS描述,gk_1,,40200010,0,3426860000,0,0,true,"[{type:4,param:80400001,value:146560},{type:10,param:0,value:5},{type:11,param:30130005,value:1},{type:33,value:25}]",140012661,240012661,
40012711,127章1关,127章1关1点,127章1关1点描述,127,1,0,,,,,,,1,40200001,3963240,39240000,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012711,240012711,
40012712,127章1关,127章1关2点,127章1关2点描述,127,1,1,,,,,,,2,40200001,4042504,39632400,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012712,240012712,
40012713,127章1关,127章1关3点,127章1关3点描述,127,1,2,,,,,,,2,40200006,4122554,40024800,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012713,240012713,
40012714,127章1关,127章1关4点,127章1关4点描述,127,1,3,,,,,,,3,40200006,4203388,40417200,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012714,240012714,
40012715,127章1关,127章1关5点,127章1关5点描述,127,1,4,,,,,,,2,40200007,4285008,40809600,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012715,240012715,
40012716,127章1关,127章1关6点,127章1关6点描述,127,1,5,,,,,,,2,40200007,4409006,41594400,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012716,240012716,
40012717,127章1关,127章1关7点,127章1关7点描述,127,1,6,,,,,,,1,40200006,4534574,42379200,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012717,240012717,
40012718,127章1关,127章1关8点,127章1关8点描述,127,1,7,,,,,,,1,40200006,4661712,43164000,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5},{type:11,param:30130015,value:1}]",140012718,240012718,
40012721,127章2关,127章2关1点,127章2关1点描述,127,2,0,,,,,,,2,40200004,4013740,39740000,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012721,240012721,
40012722,127章2关,127章2关2点,127章2关2点描述,127,2,1,,,,,,,1,40200004,4094014,40137400,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012722,240012722,
40012723,127章2关,127章2关3点,127章2关3点描述,127,2,2,,,,,,,2,40200002,4175084,40534800,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012723,240012723,
40012724,127章2关,127章2关4点,127章2关4点描述,127,2,3,,,,,,,2,40200002,4256948,40932200,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012724,240012724,
40012725,127章2关,127章2关5点,127章2关5点描述,127,2,4,,,,,,,3,40200001,4339608,41329600,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012725,240012725,
40012726,127章2关,127章2关6点,127章2关6点描述,127,2,5,,,,,,,3,40200001,4465186,42124400,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012726,240012726,
40012727,127章2关,127章2关7点,127章2关7点描述,127,2,6,,,,,,,3,40200004,4592354,42919200,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012727,240012727,
40012728,127章2关,127章2关8点,127章2关8点描述,127,2,7,,,,,,,3,40200004,4721112,43714000,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5},{type:11,param:30130015,value:1}]",140012728,240012728,
40012731,127章3关,127章3关1点,127章3关1点描述,127,3,0,,,,,,,3,40200008,4124840,40840000,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012731,240012731,
40012732,127章3关,127章3关2点,127章3关2点描述,127,3,1,,,,,,,3,40200008,4207336,41248400,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012732,240012732,
40012733,127章3关,127章3关3点,127章3关3点描述,127,3,2,,,,,,,3,40200006,4290650,41656800,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012733,240012733,
40012734,127章3关,127章3关4点,127章3关4点描述,127,3,3,,,,,,,2,40200006,4374780,42065200,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012734,240012734,
40012735,127章3关,127章3关5点,127章3关5点描述,127,3,4,,,,,,,1,40200008,4459728,42473600,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012735,240012735,
40012736,127章3关,127章3关6点,127章3关6点描述,127,3,5,,,,,,,3,40200008,4588782,43290400,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012736,240012736,
40012737,127章3关,127章3关7点,127章3关7点描述,127,3,6,,,,,,,2,40200005,4719470,44107200,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012737,240012737,
40012738,127章3关,127章3关8点,127章3关8点描述,127,3,7,,,,,,,3,40200005,4851792,44924000,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5},{type:11,param:30130015,value:1}]",140012738,240012738,
40012741,127章4关,127章4关1点,127章4关1点描述,127,4,0,,,,,,,1,40200002,4235940,41940000,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012741,240012741,
40012742,127章4关,127章4关2点,127章4关2点描述,127,4,1,,,,,,,2,40200002,4320658,42359400,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012742,240012742,
40012743,127章4关,127章4关3点,127章4关3点描述,127,4,2,,,,,,,3,40200001,4406216,42778800,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012743,240012743,
40012744,127章4关,127章4关4点,127章4关4点描述,127,4,3,,,,,,,3,40200001,4492612,43198200,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012744,240012744,
40012745,127章4关,127章4关5点,127章4关5点描述,127,4,4,,,,,,,2,40200008,4579848,43617600,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012745,240012745,
40012746,127章4关,127章4关6点,127章4关6点描述,127,4,5,,,,,,,2,40200008,4712378,44456400,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012746,240012746,
40012747,127章4关,127章4关7点,127章4关7点描述,127,4,6,,,,,,,1,40200002,4846586,45295200,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012747,240012747,
40012748,127章4关,127章4关8点,127章4关8点描述,127,4,7,,,,,,,1,40200002,4982472,46134000,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5},{type:11,param:30130015,value:1}]",140012748,240012748,
40012751,127章5关,127章5关1点,127章5关1点描述,127,5,0,,,,,,,3,40200008,4347040,43040000,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012751,240012751,
40012752,127章5关,127章5关2点,127章5关2点描述,127,5,1,,,,,,,3,40200008,4433980,43470400,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012752,240012752,
40012753,127章5关,127章5关3点,127章5关3点描述,127,5,2,,,,,,,2,40200003,4521782,43900800,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012753,240012753,
40012754,127章5关,127章5关4点,127章5关4点描述,127,5,3,,,,,,,1,40200003,4610444,44331200,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012754,240012754,
40012755,127章5关,127章5关5点,127章5关5点描述,127,5,4,,,,,,,3,40200006,4699968,44761600,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012755,240012755,
40012756,127章5关,127章5关6点,127章5关6点描述,127,5,5,,,,,,,3,40200006,4835974,45622400,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012756,240012756,
40012757,127章5关,127章5关7点,127章5关7点描述,127,5,6,,,,,,,2,40200004,4973702,46483200,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5}]",140012757,240012757,
40012758,127章5关,127章5关8点,127章5关8点描述,127,5,7,,,,,,,2,40200004,5113152,47344000,10000,50800,false,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5},{type:11,param:30130015,value:1}]",140012758,240012758,
40012761,地头蛇,地头蛇,地头蛇描述,127,6,0,10031202,10031232,10032202,第127BOSS,第127BOSS描述,gk_3,,40200010,0,3606280000,0,0,true,"[{type:4,param:80400001,value:147890},{type:10,param:0,value:5},{type:11,param:30130005,value:1},{type:33,value:25}]",140012761,240012761,
40012811,128章1关,128章1关1点,128章1关1点描述,128,1,0,,,,,,,2,40200002,4458140,44140000,10000,51200,false,"[{type:4,param:80400001,value:149220},{type:10,param:0,value:5}]",140012811,240012811,
40012812,128章1关,128章1关2点,128章1关2点描述,128,1,1,,,,,,,2,40200002,4547302,44581400,10000,51200,false,"[{type:4,param:80400001,value:149220},{type:10,param:0,value:5}]",140012812,240012812,
40012813,128章1关,128章1关3点,128章1关3点描述,128,1,2,,,,,,,1,40200008,4637348,45022800,10000,51200,false,"[{type:4,param:80400001,value:149220},{type:10,param:0,value:5}]",140012813,240012813,
40012814,128章1关,128章1关4点,128章1关4点描述,128,1,3,,,,,,,3,40200008,4728276,45464200,10000,51200,false,"[{type:4,param:80400001,value:149220},{type:10,param:0,value:5}]",140012814,240012814,
40012815,128章1关,128章1关5点,128章1关5点描述,128,1,4,,,,,,,1,40200005,4820088,45905600,10000,51200,false,"[{type:4,param:80400001,value:149220},{type:10,param:0,value:5}]",140012815,240012815,
40012816,128章1关,128章1关6点,128章1关6点描述,128,1,5,,,,,,,2,40200005,4959570,46788400,10000,51200,false,"[{type:4,param:80400001,value:149220},{type:10,param:0,value:5}]",140012816,240012816,
40012817,128章1关,128章1关7点,128章1关7点描述,128,1,6,,,,,,,2,40200007,5100818,47671200,10000,51200,false,"[{type:4,param:80400001,value:149220},{type:10,param:0,value:5}]",140012817,240012817,
40012818,128章1关,128章1关8点,128章1关8点描述,128,1,7,,,,,,,3,40200007,5243832,48554000,10000,51200,false,"[{type:4,param:80400001,value:149220},{type:10,param:0,value:5},{type:11,param:30130015,value:1}]",140012818,240012818,
40012821,128章2关,128章2关1点,128章2关1点描述,128,2,0,,,,,,,1,40200003,4569240,45240000,10000,51200,false,"[{type:4,param:80400001,value:149220},{type:10,param:0,value:5}]",140012821,240012821,
40012822,128章2关,128章2关2点,128章2关2点描述,128,2,1,,,,,,,2,40200003,4660624,45692400,10000,51200,false,"[{type:4,param:80400001,value:149220},{type:10,param:0,value:5}]",140012822,240012822,
40012823,128章2关,128章2关3点,128章2关3点描述,128,2,2,,,,,,,2,40200005,4752914,46144800,10000,51200,false,"[{type:4,param:80400001,value:149220},{type:10,param:0,value:5}]",140012823,240012823,
40012824,128章2关,128章2关4点,128章2关4点描述,128,2,3,,,,,,,1,40200005,4846108,46597200,10000,51200,false,"[{type:4,param:80400001,value:149220},{type:10,param:0,value:5}]",140012824,240012824,
40012825,128章2关,128章2关5点,128章2关5点描述,128,2,4,,,,,,,2,40200006,4940208,47049600,10000,51200,false,"[{type:4,param:80400001,value:149220},{type:10,param:0,value:5}]",140012825,240012825,
40012826,128章2关,128章2关6点,128章2关6点描述,128,2,5,,,,,,,3,40200006,5083166,47954400,10000,51200,false,"[{type:4,param:80400001,value:149220},{type:10,param:0,value:5}]",140012826,240012826,
40012827,128章2关,128章2关7点,128章2关7点描述,128,2,6,,,,,,,1,40200004,5227934,48859200,10000,51200,false,"[{type:4,param:80400001,value:149220},{type:10,param:0,value:5}]",140012827,240012827,
40012828,128章2关,128章2关8点,128章2关8点描述,128,2,7,,,,,,,1,40200004,5374512,49764000,10000,51200,false,"[{type:4,param:80400001,value:149220},{type:10,param:0,value:5},{type:11,param:30130015,value:1}]",140012828,240012828,
40012831,128章3关,128章3关1点,128章3关1点描述,128,3,0,,,,,,,2,40200007,4680340,46340000,10000,51200,false,"[{type:4,param:80400001,value:149220},{type:10,param:0,value:5}]",140012831,240012831,
