"圣印id{id,int}(id,number)","圣印名称(name,string)","圣印描述(description,string)","圣印图标(icon,string)","前置圣印{pre_id,int}(pre_id,number)","后置圣印{rear_id,int}(post_id,number)","技能类型{type,int}(type,number)","是否默认解锁{default_open,int}","解锁条件{skill_id,int}","生产消耗{need_items,json_funcs}(need_items,json)","升级消耗{upgrade_need_items,json_funcs}(upgrade_need_items,json)","效果目标1{effect_1_targets, int}(target_1,number)","效果条件组1{effect_1_conditions, ints}(condition_1,array)","效果id组1{effects_1,ints}(buff_id_1,array)","效果触发点组1{effect_1_trigger_points,ints}(trigger_1,array)","效果生效点组1{effect_1_take_effects, ints}(execute_1,array)","持续类型组1(continue_1,array){continue_1,ints}","效果目标2{effect_2_targets, int}(target_2,number)","效果条件组2{effect_2_conditions, ints}(condition_2,array)","效果id组2{effects_2,ints}(buff_id_2,array)","效果触发点组2{effect_2_trigger_points,ints}(trigger_2,array)","效果生效点组2{effect_2_take_effects, ints}(execute_2,array)","持续类型组2(continue_2,array){continue_2,ints}","效果目标3{effect_3_targets, int}(target_3,number)","效果条件组3{effect_3_conditions, ints}(condition_3,array)","效果id组3{effects_3,ints}(buff_id_3,array)","效果触发点组3{effect_3_trigger_points,ints}(trigger_3,array)","效果生效点组3{effect_3_take_effects, ints}(execute_3,array)","持续类型组3(continue_3,array){continue_3,ints}","装备颜色&武器编码组{limit_weapons, ints}(career_limit,array)","装备兵种编码{limit_arms, ints}(arms_limit,array)",备注
21600120,攻击大纹章2,周围2格内的我方，战斗中攻击+3,,21600119,0,7,1,21530105,[],[],48,{},{22201303},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600121,不动如山1,当自身HP为100%时，自身的战斗顺序替换技能无效，敌方的战斗顺序替换技能无效,,0,21600122,7,1,0,"[{type:2,param:41050001,value:-40},{type:2,param:41020007,value:-100},{type:2,param:41020008,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020007,value:-200},{type:2,param:41020008,value:-60}]",2,{22110016},{22217001},{23},{23},{1},1,{22110016},{22217001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600122,不动如山2,当自身HP大于50%时，自身的战斗顺序替换技能无效，敌方的战斗顺序替换技能无效,,21600121,21600123,7,1,0,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020007,value:-1000},{type:2,param:41020008,value:-400}]",2,{22110011},{22217001},{23},{23},{1},1,{22110011},{22217001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600123,不动如山3,自身的战斗顺序替换技能无效，敌方的战斗顺序替换技能无效,,21600122,0,7,1,0,[],[],2,{},{22217001},{23},{23},{1},1,{},{22217001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600124,刚剑1,攻击高于敌人5以上时，自身攻击造成的奥义发动计量变化量+1(若有多个相同系统效果，取最大值）,,0,21600125,7,1,21510102,"[{type:2,param:41050001,value:-40},{type:2,param:41020001,value:-100},{type:2,param:41020002,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020001,value:-200},{type:2,param:41020002,value:-60}]",2,{22128001},{22205001},{23},{30},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2}",0
21600125,刚剑2,攻击高于敌人3以上时，自身攻击造成的奥义发动计量变化量+1(若有多个相同系统效果，取最大值）,,21600124,21600126,7,1,21510103,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020001,value:-1000},{type:2,param:41020002,value:-400}]",2,{22128002},{22205001},{23},{30},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2}",0
21600126,刚剑3,攻击高于敌人时，自身攻击造成的奥义发动计量变化量+1(若有多个相同系统效果，取最大值）,,21600125,0,7,1,21510104,[],[],2,{22128003},{22205001},{23},{30},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2}",0
21600127,柔剑1,速度高于敌人5以上时，自身攻击造成的奥义发动计量变化量+1(若有多个相同系统效果，取最大值）,,0,21600128,7,1,21510105,[],"[{type:2,param:41050001,value:-50},{type:2,param:41020004,value:-200},{type:2,param:41020004,value:-60}]",2,{22129001},{22205001},{23},{30},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2}",0
21600128,柔剑2,速度高于敌人3以上时，自身攻击造成的奥义发动计量变化量+1(若有多个相同系统效果，取最大值）,,21600127,21600129,7,1,21510106,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020004,value:-1000},{type:2,param:41020004,value:-400}]",2,{22129002},{22205001},{23},{30},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2}",0
21600129,柔剑3,速度高于敌人时，自身攻击造成的奥义发动计量变化量+1(若有多个相同系统效果，取最大值）,,21600128,0,7,1,21510107,[],[],2,{22129003},{22205001},{23},{30},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2}",0
21600130,速度跨饰1,若有会将速度差距列入条件的技能，即将速度+5后再进行比较,,0,21600131,7,1,0,"[{type:2,param:41050001,value:-40},{type:2,param:41020004,value:-100},{type:2,param:41020004,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020004,value:-200},{type:2,param:41020004,value:-60}]",2,{22172001},{22231101},{23},{26},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600131,速度跨饰2,若有会将速度差距列入条件的技能，即将速度+7后再进行比较,,21600130,21600132,7,1,0,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020004,value:-1000},{type:2,param:41020004,value:-400}]",2,{22172001},{22231102},{23},{26},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600132,速度跨饰3,若有会将速度差距列入条件的技能，即将速度+10后再进行比较,,21600131,0,7,1,0,[],[],2,{22172001},{22231103},{23},{26},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600133,同归于尽1,自身HP低于30%，且由自身发动攻击时，若敌人可反击，则必定可进行追击。,,0,21600134,7,1,21520094,"[{type:2,param:41050001,value:-20},{type:2,param:41020007,value:-100},{type:2,param:41020008,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020007,value:-200},{type:2,param:41020008,value:-60}]",2,"{22110002,22101001,22136001}",{22210001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600134,同归于尽2,自身HP低于40%，且由自身发动攻击时，若敌人可反击，则必定可进行追击。,,21600133,21600135,7,1,21520095,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020007,value:-1000},{type:2,param:41020008,value:-400}]",2,"{22110003,22101001,22136001}",{22210001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600135,同归于尽3,自身HP低于50%，且由自身发动攻击时，若敌人可反击，则必定可进行追击。,,21600134,0,7,1,21520096,[],[],2,"{22110004,22101001,22136001}",{22210001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600136,攻击封印1,战斗后，敌人的攻击-3,,0,21600137,7,1,21520110,"[{type:2,param:41050001,value:-20},{type:2,param:41020001,value:-100},{type:2,param:41020002,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020001,value:-200},{type:2,param:41020002,value:-60}]",1,{},{22201316},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21600137,攻击封印2,战斗后，敌人的攻击-5,,21600136,21600138,7,1,21520111,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020001,value:-1000},{type:2,param:41020002,value:-400}]",1,{},{22201318},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21600138,攻击封印3,战斗后，敌人的攻击-7,,21600137,0,7,1,21520112,[],[],1,{},{22201320},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21600139,速度封印1,战斗后，敌人的速度-3,,0,21600140,7,1,21520113,"[{type:2,param:41050001,value:-20},{type:2,param:41020004,value:-100},{type:2,param:41020004,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020004,value:-200},{type:2,param:41020004,value:-60}]",1,{},{22201412},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21600140,速度封印2,战斗后，敌人的速度-5,,21600139,21600141,7,1,21520114,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020004,value:-1000},{type:2,param:41020004,value:-400}]",1,{},{22201414},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21600141,速度封印3,战斗后，敌人的速度-7,,21600140,0,7,1,21520115,[],[],1,{},{22201416},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21600142,攻击紫烟1,战斗后，对方周围2格内的敌人攻击-3,,0,21600143,7,1,21530120,"[{type:2,param:41050001,value:-20},{type:2,param:41020001,value:-100},{type:2,param:41020002,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020001,value:-200},{type:2,param:41020002,value:-60}]",50,{},{22201316},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21600143,攻击紫烟2,战斗后，对方周围2格内的敌人攻击-5,,21600142,21600144,7,1,21530121,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020001,value:-1000},{type:2,param:41020002,value:-400}]",50,{},{22201318},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21600144,攻击紫烟3,战斗后，对方周围2格内的敌人攻击-7,,21600143,0,7,1,21530122,[],[],50,{},{22201320},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21600145,速度紫烟1,战斗后，对方周围2格内的敌人速度-3,,0,21600146,7,1,21530123,"[{type:2,param:41050001,value:-20},{type:2,param:41020004,value:-100},{type:2,param:41020004,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020004,value:-200},{type:2,param:41020004,value:-60}]",50,{},{22201412},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21600146,速度紫烟2,战斗后，对方周围2格内的敌人速度-5,,21600145,21600147,7,1,21530124,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020004,value:-1000},{type:2,param:41020004,value:-400}]",50,{},{22201414},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21600147,速度紫烟3,战斗后，对方周围2格内的敌人速度-7,,21600146,0,7,1,21530125,[],[],50,{},{22201416},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21600148,蛇毒1,由自身发动攻击时，战斗后给予敌人4伤害(不会致死）,,0,21600149,7,1,21520107,"[{type:2,param:41050001,value:-20},{type:2,param:41020004,value:-100},{type:2,param:41020004,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020004,value:-200},{type:2,param:41020004,value:-60}]",1,{22101001},{22220004},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21600149,蛇毒2,由自身发动攻击时，战斗后给予敌人7伤害(不会致死）,,21600148,21600150,7,1,21520108,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020004,value:-1000},{type:2,param:41020004,value:-400}]",1,{22101001},{22220007},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21600150,蛇毒3,由自身发动攻击时，战斗后给予敌人10伤害(不会致死）,,21600149,0,7,1,21520109,[],[],1,{22101001},{22220010},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21600151,生命气息1,由自身发动攻击时，战斗后，恢复自身周围1格的我方3HP,,0,21600152,7,1,21530132,"[{type:2,param:41050001,value:-20},{type:2,param:41020005,value:-100},{type:2,param:41020006,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020005,value:-200},{type:2,param:41020006,value:-60}]",41,{22101001},{22201203},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600152,生命气息2,由自身发动攻击时，战斗后，恢复自身周围1格的我方5HP,,21600151,21600153,7,1,21530133,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020005,value:-1000},{type:2,param:41020006,value:-400}]",41,{22101001},{22201205},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600153,生命气息3,由自身发动攻击时，战斗后，恢复自身周围1格的我方7HP,,21600152,0,7,1,21530134,[],[],41,{22101001},{22201207},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600154,死亡气息1,由自身发动攻击时，战斗后，给予对方周围2格内的敌人3伤害,,0,21600155,7,1,21530135,"[{type:2,param:41050001,value:-20},{type:2,param:41020007,value:-100},{type:2,param:41020008,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020007,value:-200},{type:2,param:41020008,value:-60}]",44,{22101001},{22220003},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600155,死亡气息2,由自身发动攻击时，战斗后，给予对方周围2格内的敌人5伤害,,21600154,21600156,7,1,21530136,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020007,value:-1000},{type:2,param:41020008,value:-400}]",44,{22101001},{22220005},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600156,死亡气息3,由自身发动攻击时，战斗后，给予对方周围2格内的敌人7伤害,,21600155,0,7,1,21530137,[],[],44,{22101001},{22220007},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600157,艾奥特之盾,克制飞行无效,,0,0,7,1,21510047,[],[],2,{},{22208301},{1},{1},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},0
21600158,近距离防御1,受到武器为剑、枪、斧、龙、的敌人攻击时、战斗中的防守及魔防+2,,0,21600159,7,1,21510156,"[{type:2,param:41050001,value:-40},{type:2,param:41020001,value:-100},{type:2,param:41020002,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020001,value:-200},{type:2,param:41020002,value:-60}]",2,"{22102001,22151001,22152001,22153001,22154001}","{22201502,22201602}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600159,近距离防御2,受到武器为剑、枪、斧、龙、的敌人攻击时、战斗中的防守及魔防+4,,21600158,21600160,7,1,21510157,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020001,value:-1000},{type:2,param:41020002,value:-400}]",2,"{22102001,22151001,22152001,22153001,22154001}","{22201504,22201604}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600160,近距离防御3,受到武器为剑、枪、斧、龙、的敌人攻击时、战斗中的防守及魔防+6,,21600159,0,7,1,21510158,[],[],2,"{22102001,22151001,22152001,22153001,22154001}","{22201506,22201606}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600161,远距离防御1,受到武器为弓、暗器、魔法、杖的敌人攻击时、战斗中的防守及魔防+2,,0,21600162,7,1,21510159,"[{type:2,param:41050001,value:-40},{type:2,param:41020004,value:-100},{type:2,param:41020004,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020004,value:-200},{type:2,param:41020004,value:-60}]",2,"{22102001,22155001,22156001,22157001,22158001,22159001,22160001}","{22201502,22201602}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600162,远距离防御2,受到武器为弓、暗器、魔法、杖的敌人攻击时、战斗中的防守及魔防+4,,21600161,21600163,7,1,21510160,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020004,value:-1000},{type:2,param:41020004,value:-400}]",2,"{22102001,22155001,22156001,22157001,22158001,22159001,22160001}","{22201504,22201604}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600163,远距离防御3,受到武器为弓、暗器、魔法、杖的敌人攻击时、战斗中的防守及魔防+6,,21600162,0,7,1,21510161,[],[],2,"{22102001,22155001,22156001,22157001,22158001,22159001,22160001}","{22201506,22201606}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600164,回击1,自身HP高于90%，受到敌人攻击时，则必定可以进行追击。,,0,21600165,7,1,21520135,"[{type:2,param:41050001,value:-40},{type:2,param:41020001,value:-100},{type:2,param:41020002,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020001,value:-200},{type:2,param:41020002,value:-60}]",2,"{22110015,22102001}",{22210001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600165,回击2,自身HP高于80%，受到敌人攻击时，则必定可以进行追击。,,21600164,21600166,7,1,21520136,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020001,value:-1000},{type:2,param:41020002,value:-400}]",2,"{22110014,22102001}",{22210001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600166,回击3,自身HP高于70%，受到敌人攻击时，则必定可以进行追击。,,21600165,0,7,1,21520137,[],[],2,"{22110012,22102001}",{22210001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600167,连击防御·剑枪斧1,遭到使用剑、枪、斧的敌人连续攻击时，第二次攻击以后收到的伤害降低30%,,0,21600168,7,1,0,"[{type:2,param:41050001,value:-50},{type:2,param:41020001,value:-100},{type:2,param:41020002,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020001,value:-200},{type:2,param:41020002,value:-60}]",2,"{22170001,22151001,22152001,22153001}",{22219003},{23},{31},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600168,连击防御·剑枪斧2,遭到使用剑、枪、斧的敌人连续攻击时，第二次攻击以后收到的伤害降低50%,,21600167,21600169,7,1,0,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020001,value:-1000},{type:2,param:41020002,value:-400}]",2,"{22170001,22151001,22152001,22153001}",{22219004},{23},{31},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600169,连击防御·剑枪斧3,遭到使用剑、枪、斧的敌人连续攻击时，第二次攻击以后收到的伤害降低80%,,21600168,0,7,1,0,[],[],2,"{22170001,22151001,22152001,22153001}",{22219005},{23},{31},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600170,连击防御·弓暗器1,遭到使用弓、暗器的敌人连续攻击时，第二次攻击以后收到的伤害降低30%,,0,21600171,7,1,0,"[{type:2,param:41050001,value:-50},{type:2,param:41020004,value:-100},{type:2,param:41020004,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020004,value:-200},{type:2,param:41020004,value:-60}]",2,"{22170001,22158001,22159001}",{22219003},{23},{31},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600171,连击防御·弓暗器2,遭到使用弓、暗器的敌人连续攻击时，第二次攻击以后收到的伤害降低50%,,21600170,21600172,7,1,0,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020004,value:-1000},{type:2,param:41020004,value:-400}]",2,"{22170001,22158001,22159001}",{22219004},{23},{31},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600172,连击防御·弓暗器3,遭到使用弓、暗器的敌人连续攻击时，第二次攻击以后收到的伤害降低80%,,21600171,0,7,1,0,[],[],2,"{22170001,22158001,22159001}",{22219005},{23},{31},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600173,连击防御·魔道1,遭到使用魔法的敌人连续攻击时，第二次攻击以后收到的伤害降低30%,,0,21600174,7,1,0,"[{type:2,param:41050001,value:-50},{type:2,param:41020005,value:-100},{type:2,param:41020006,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020005,value:-200},{type:2,param:41020006,value:-60}]",2,"{22170001,22155001,22156001,22157001}",{22219003},{23},{31},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600174,连击防御·魔道2,遭到使用魔法的敌人连续攻击时，第二次攻击以后收到的伤害降低50%,,21600173,21600175,7,1,0,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020005,value:-1000},{type:2,param:41020006,value:-400}]",2,"{22170001,22155001,22156001,22157001}",{22219004},{23},{31},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
