"ID{id,int}(idx)","名字(str,n)","头像(str,p)","类型(num,tp)","权重{weight,int}","最大血量{maxLf,long}(num,maxLf)"," 击杀积分{killScorePrize,int}(num,killScorePrize)","击杀奖励{killPrize,int}(num,killPrize)","奖励((fun,s)",
70500541,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500542,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500543,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500544,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500545,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500546,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500547,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500548,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500549,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500550,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500551,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500552,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500553,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500554,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500555,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500556,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500557,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500558,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500559,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500560,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500561,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500562,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500563,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500564,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500565,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500566,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500567,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500568,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500569,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500570,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500571,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500572,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500573,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500574,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500575,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500576,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500577,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500578,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500579,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500580,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500581,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500582,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500583,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500584,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500585,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500586,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500587,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500588,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500589,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500590,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500591,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500592,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500593,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500594,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500595,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500596,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500597,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500598,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500599,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500600,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500601,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500602,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500603,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500604,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500605,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500606,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500607,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500608,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500609,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500610,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500611,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500612,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500613,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500614,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500615,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500616,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500617,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500618,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500619,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500620,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500621,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500622,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500623,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500624,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500625,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500626,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500627,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500628,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500629,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500630,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500631,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500632,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500633,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500634,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500635,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500636,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500637,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500638,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500639,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500640,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500641,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500642,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500643,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500644,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500645,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500646,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500647,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500648,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500649,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500650,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500651,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500652,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500653,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500654,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500655,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500656,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500657,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500658,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500659,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500660,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500661,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500662,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500663,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500664,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500665,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500666,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500667,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500668,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500669,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500670,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500671,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500672,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500673,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500674,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500675,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500676,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500677,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500678,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500679,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500680,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500681,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500682,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500683,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500684,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500685,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500686,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500687,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500688,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500689,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500690,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500691,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500692,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500693,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500694,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500695,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500696,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500697,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500698,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500699,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500700,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500701,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500702,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500703,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500704,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500705,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500706,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500707,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500708,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500709,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500710,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500711,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500712,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500713,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500714,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500715,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500716,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500717,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500718,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500719,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500720,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500721,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500722,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500723,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500724,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500725,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500726,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500727,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500728,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500729,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500730,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500731,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500732,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500733,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500734,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500735,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500736,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500737,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500738,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500739,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500740,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500741,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500742,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500743,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500744,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500745,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500746,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500747,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500748,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500749,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500750,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500751,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500752,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500753,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500754,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500755,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500756,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500757,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500758,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500759,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500760,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500761,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500762,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500763,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500764,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500765,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500766,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500767,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500768,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500769,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500770,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500771,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500772,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500773,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500774,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500775,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500776,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500777,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500778,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500779,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500780,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500781,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500782,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500783,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500784,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500785,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500786,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500787,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500788,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500789,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500790,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500791,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500792,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500793,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500794,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500795,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500796,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500797,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500798,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500799,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500800,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500801,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500802,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500803,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500804,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500805,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500806,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500807,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500808,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500809,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500810,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500811,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
