"进阶id{id,int}(idx)","角色id{hcid,int}(num,hcid)","阶级{grade,int}(num,grade)","角色等级限制{levelLimit,int}(num,levelLimit)","生命(num,lf){lf,int}","物理攻击(num,ptk){ptk,int}","魔法攻击(num,stk){stk,int}","物理防御(num,pdf){pdf,int}","魔法防御(num,sdf){sdf,int}","进阶货币消耗{upGradeCost,json_func}(json,upGradeCost)","道具id1{goodsId1,int}(num,goodsId1)","道具数量1{goodsNum1,int}(num,goodsNum1)","道具id2{goodsId2,int}(num,goodsId2)","道具数量2{goodsNum2,int}(num,goodsNum2)","道具id3{goodsId3,int}(num,goodsId3)","道具数量3{goodsNum3,int}(num,goodsNum3)","道具id4{goodsId4,int}(num,goodsId4)","道具数量4{goodsNum4,int}(num,goodsNum4)",
414,21000026,13,55,10695,0,5550,870,1095,"{type:4,param:80400001,value:-176600}",56000007,1,56000009,1,56000008,1,56000010,1,
415,21000026,14,60,11764,0,6105,957,1204,"{type:4,param:80400001,value:-213300}",56000010,1,56000009,1,56000007,1,56000009,1,
416,21000026,15,65,12834,0,6660,1044,1314,"{type:4,param:80400001,value:-253900}",56000008,1,56000008,1,56000009,1,56000010,1,
417,21000027,0,1,0,0,0,0,0,,56000007,1,56000009,1,56000007,1,56000009,1,
418,21000027,1,1,641,98,0,65,51,"{type:4,param:80400001,value:-500}",56000007,1,56000008,1,56000010,1,56000009,1,
419,21000027,2,5,1283,197,0,130,102,"{type:4,param:80400001,value:-1000}",56000008,1,56000009,1,56000007,1,56000010,1,
420,21000027,3,5,1924,295,0,194,153,"{type:4,param:80400001,value:-3100}",56000009,1,56000008,1,56000010,1,56000008,1,
421,21000027,4,10,3207,492,0,324,255,"{type:4,param:80400001,value:-7200}",56000010,1,56000009,1,56000008,1,56000010,1,
422,21000027,5,15,4169,640,0,421,331,"{type:4,param:80400001,value:-13700}",56000010,1,56000008,1,56000010,1,56000008,1,
423,21000027,6,20,5131,787,0,518,408,"{type:4,param:80400001,value:-22800}",56000008,1,56000010,1,56000007,1,56000009,1,
424,21000027,7,25,6093,935,0,616,484,"{type:4,param:80400001,value:-34800}",56000009,1,56000007,1,56000008,1,56000007,1,
425,21000027,8,30,8017,1230,0,810,637,"{type:4,param:80400001,value:-49900}",56000008,1,56000009,1,56000010,1,56000008,1,
426,21000027,9,35,9300,1427,0,940,740,"{type:4,param:80400001,value:-68100}",56000010,1,56000009,1,56000007,1,56000010,1,
427,21000027,10,40,10583,1624,0,1069,842,"{type:4,param:80400001,value:-89800}",56000007,1,56000007,1,56000008,1,56000007,1,
428,21000027,11,45,11866,1820,0,1199,943,"{type:4,param:80400001,value:-115000}",56000008,1,56000007,1,56000008,1,56000010,1,
429,21000027,12,50,14432,2214,0,1458,1148,"{type:4,param:80400001,value:-143900}",56000007,1,56000008,1,56000007,1,56000008,1,
430,21000027,13,55,16035,2460,0,1620,1275,"{type:4,param:80400001,value:-176600}",56000008,1,56000010,1,56000007,1,56000010,1,
431,21000027,14,60,17638,2706,0,1782,1402,"{type:4,param:80400001,value:-213300}",56000007,1,56000010,1,56000008,1,56000010,1,
432,21000027,15,65,19242,2952,0,1944,1530,"{type:4,param:80400001,value:-253900}",56000008,1,56000010,1,56000009,1,56000010,1,
433,21000028,0,1,0,0,0,0,0,,56000007,1,56000010,1,56000008,1,56000010,1,
434,21000028,1,1,655,99,0,66,52,"{type:4,param:80400001,value:-500}",56000007,1,56000008,1,56000010,1,56000008,1,
435,21000028,2,5,1309,198,0,132,103,"{type:4,param:80400001,value:-1000}",56000007,1,56000009,1,56000008,1,56000009,1,
436,21000028,3,5,1964,297,0,198,155,"{type:4,param:80400001,value:-3100}",56000009,1,56000008,1,56000009,1,56000008,1,
437,21000028,4,10,3273,495,0,330,258,"{type:4,param:80400001,value:-7200}",56000008,1,56000009,1,56000008,1,56000009,1,
438,21000028,5,15,4255,643,0,429,335,"{type:4,param:80400001,value:-13700}",56000009,1,56000008,1,56000009,1,56000008,1,
439,21000028,6,20,5237,792,0,528,413,"{type:4,param:80400001,value:-22800}",56000008,1,56000009,1,56000008,1,56000009,1,
440,21000028,7,25,6219,940,0,627,490,"{type:4,param:80400001,value:-34800}",56000007,1,56000010,1,56000009,1,56000007,1,
441,21000028,8,30,8182,1237,0,825,645,"{type:4,param:80400001,value:-49900}",56000010,1,56000008,1,56000010,1,56000009,1,
442,21000028,9,35,9492,1436,0,957,748,"{type:4,param:80400001,value:-68100}",56000007,1,56000010,1,56000008,1,56000010,1,
443,21000028,10,40,10801,1634,0,1089,851,"{type:4,param:80400001,value:-89800}",56000009,1,56000007,1,56000008,1,56000007,1,
444,21000028,11,45,12110,1831,0,1221,955,"{type:4,param:80400001,value:-115000}",56000009,1,56000007,1,56000009,1,56000007,1,
445,21000028,12,50,14729,2228,0,1485,1161,"{type:4,param:80400001,value:-143900}",56000007,1,56000009,1,56000007,1,56000008,1,
446,21000028,13,55,16365,2475,0,1650,1290,"{type:4,param:80400001,value:-176600}",56000007,1,56000009,1,56000007,1,56000010,1,
447,21000028,14,60,18001,2722,0,1815,1419,"{type:4,param:80400001,value:-213300}",56000010,1,56000009,1,56000007,1,56000009,1,
448,21000028,15,65,19638,2970,0,1980,1548,"{type:4,param:80400001,value:-253900}",56000008,1,56000009,1,56000007,1,56000008,1,
449,21000029,0,1,0,0,0,0,0,,56000008,1,56000009,1,56000008,1,56000009,1,
450,21000029,1,1,540,0,160,43,55,"{type:4,param:80400001,value:-500}",56000010,1,56000008,1,56000010,1,56000009,1,
451,21000029,2,5,1080,0,320,85,110,"{type:4,param:80400001,value:-1000}",56000008,1,56000010,1,56000007,1,56000009,1,
452,21000029,3,5,1620,0,481,128,166,"{type:4,param:80400001,value:-3100}",56000010,1,56000007,1,56000009,1,56000007,1,
453,21000029,4,10,2700,0,801,213,276,"{type:4,param:80400001,value:-7200}",56000007,1,56000010,1,56000008,1,56000010,1,
454,21000029,5,15,3510,0,1041,277,359,"{type:4,param:80400001,value:-13700}",56000008,1,56000007,1,56000009,1,56000008,1,
455,21000029,6,20,4320,0,1282,341,442,"{type:4,param:80400001,value:-22800}",56000008,1,56000009,1,56000007,1,56000009,1,
456,21000029,7,25,5130,0,1522,405,524,"{type:4,param:80400001,value:-34800}",56000007,1,56000007,1,56000009,1,56000007,1,
457,21000029,8,30,6750,0,2002,532,690,"{type:4,param:80400001,value:-49900}",56000009,1,56000008,1,56000007,1,56000009,1,
458,21000029,9,35,7830,0,2323,618,800,"{type:4,param:80400001,value:-68100}",56000010,1,56000010,1,56000008,1,56000010,1,
459,21000029,10,40,8910,0,2643,703,911,"{type:4,param:80400001,value:-89800}",56000008,1,56000007,1,56000009,1,56000010,1,
460,21000029,11,45,9990,0,2964,788,1021,"{type:4,param:80400001,value:-115000}",56000008,1,56000010,1,56000009,1,56000010,1,
461,21000029,12,50,12150,0,3605,959,1242,"{type:4,param:80400001,value:-143900}",56000010,1,56000008,1,56000010,1,56000008,1,
462,21000029,13,55,13500,0,4005,1065,1380,"{type:4,param:80400001,value:-176600}",56000008,1,56000010,1,56000007,1,56000010,1,
463,21000029,14,60,14850,0,4405,1171,1518,"{type:4,param:80400001,value:-213300}",56000007,1,56000010,1,56000007,1,56000010,1,
464,21000029,15,65,16200,0,4806,1278,1656,"{type:4,param:80400001,value:-253900}",56000007,1,56000008,1,56000009,1,56000008,1,
465,21000030,0,1,0,0,0,0,0,,56000008,1,56000009,1,56000007,1,56000009,1,
466,21000030,1,1,535,0,160,43,54,"{type:4,param:80400001,value:-500}",56000010,1,56000009,1,56000010,1,56000008,1,
467,21000030,2,5,1069,0,320,86,108,"{type:4,param:80400001,value:-1000}",56000007,1,56000009,1,56000007,1,56000010,1,
468,21000030,3,5,1604,0,481,130,162,"{type:4,param:80400001,value:-3100}",56000010,1,56000007,1,56000009,1,56000007,1,
469,21000030,4,10,2673,0,801,216,270,"{type:4,param:80400001,value:-7200}",56000007,1,56000010,1,56000007,1,56000009,1,
470,21000030,5,15,3475,0,1041,281,351,"{type:4,param:80400001,value:-13700}",56000008,1,56000007,1,56000009,1,56000008,1,
471,21000030,6,20,4277,0,1282,346,432,"{type:4,param:80400001,value:-22800}",56000010,1,56000010,1,56000008,1,56000009,1,
472,21000030,7,25,5079,0,1522,410,513,"{type:4,param:80400001,value:-34800}",56000008,1,56000009,1,56000010,1,56000007,1,
473,21000030,8,30,6682,0,2002,540,675,"{type:4,param:80400001,value:-49900}",56000010,1,56000007,1,56000008,1,56000009,1,
474,21000030,9,35,7752,0,2323,626,783,"{type:4,param:80400001,value:-68100}",56000010,1,56000009,1,56000007,1,56000009,1,
475,21000030,10,40,8821,0,2643,713,891,"{type:4,param:80400001,value:-89800}",56000008,1,56000007,1,56000008,1,56000010,1,
476,21000030,11,45,9890,0,2964,799,999,"{type:4,param:80400001,value:-115000}",56000008,1,56000007,1,56000008,1,56000010,1,
477,21000030,12,50,12029,0,3605,972,1215,"{type:4,param:80400001,value:-143900}",56000010,1,56000008,1,56000007,1,56000008,1,
478,21000030,13,55,13365,0,4005,1080,1350,"{type:4,param:80400001,value:-176600}",56000007,1,56000009,1,56000008,1,56000010,1,
479,21000030,14,60,14701,0,4405,1188,1485,"{type:4,param:80400001,value:-213300}",56000008,1,56000010,1,56000007,1,56000010,1,
480,21000030,15,65,16038,0,4806,1296,1620,"{type:4,param:80400001,value:-253900}",56000007,1,56000010,1,56000007,1,56000010,1,
481,21000031,0,1,0,0,0,0,0,,56000008,1,56000009,1,56000008,1,56000009,1,
482,21000031,1,1,414,224,0,43,34,"{type:4,param:80400001,value:-500}",56000007,1,56000008,1,56000010,1,56000009,1,
483,21000031,2,5,828,449,0,85,69,"{type:4,param:80400001,value:-1000}",56000008,1,56000009,1,56000008,1,56000009,1,
484,21000031,3,5,1242,673,0,128,103,"{type:4,param:80400001,value:-3100}",56000009,1,56000008,1,56000010,1,56000007,1,
485,21000031,4,10,2071,1121,0,214,172,"{type:4,param:80400001,value:-7200}",56000010,1,56000010,1,56000007,1,56000010,1,
486,21000031,5,15,2692,1458,0,278,224,"{type:4,param:80400001,value:-13700}",56000010,1,56000008,1,56000009,1,56000008,1,
487,21000031,6,20,3313,1794,0,342,275,"{type:4,param:80400001,value:-22800}",56000010,1,56000010,1,56000008,1,56000009,1,
488,21000031,7,25,3934,2131,0,406,327,"{type:4,param:80400001,value:-34800}",56000008,1,56000007,1,56000008,1,56000010,1,
489,21000031,8,30,5177,2803,0,534,430,"{type:4,param:80400001,value:-49900}",56000009,1,56000008,1,56000010,1,56000009,1,
490,21000031,9,35,6005,3252,0,619,499,"{type:4,param:80400001,value:-68100}",56000010,1,56000010,1,56000007,1,56000009,1,
491,21000031,10,40,6833,3701,0,705,568,"{type:4,param:80400001,value:-89800}",56000009,1,56000010,1,56000008,1,56000007,1,
492,21000031,11,45,7662,4149,0,790,637,"{type:4,param:80400001,value:-115000}",56000008,1,56000007,1,56000009,1,56000007,1,
493,21000031,12,50,9318,5046,0,961,774,"{type:4,param:80400001,value:-143900}",56000010,1,56000009,1,56000010,1,56000008,1,
494,21000031,13,55,10354,5607,0,1068,860,"{type:4,param:80400001,value:-176600}",56000007,1,56000010,1,56000007,1,56000009,1,
495,21000031,14,60,11389,6168,0,1175,946,"{type:4,param:80400001,value:-213300}",56000007,1,56000009,1,56000008,1,56000010,1,
496,21000031,15,65,12424,6728,0,1282,1032,"{type:4,param:80400001,value:-253900}",56000007,1,56000008,1,56000007,1,56000008,1,
497,21000032,0,1,0,0,0,0,0,,56000008,1,56000010,1,56000007,1,56000009,1,
498,21000032,1,1,418,222,0,43,33,"{type:4,param:80400001,value:-500}",56000007,1,56000009,1,56000010,1,56000008,1,
499,21000032,2,5,837,444,0,85,66,"{type:4,param:80400001,value:-1000}",56000008,1,56000010,1,56000008,1,56000009,1,
500,21000032,3,5,1255,666,0,128,100,"{type:4,param:80400001,value:-3100}",56000009,1,56000008,1,56000009,1,56000007,1,
501,21000032,4,10,2091,1110,0,214,166,"{type:4,param:80400001,value:-7200}",56000008,1,56000009,1,56000008,1,56000009,1,
502,21000032,5,15,2719,1442,0,278,216,"{type:4,param:80400001,value:-13700}",56000009,1,56000007,1,56000010,1,56000007,1,
503,21000032,6,20,3346,1775,0,342,266,"{type:4,param:80400001,value:-22800}",56000007,1,56000010,1,56000007,1,56000009,1,
504,21000032,7,25,3974,2108,0,406,316,"{type:4,param:80400001,value:-34800}",56000009,1,56000007,1,56000009,1,56000010,1,
505,21000032,8,30,5229,2774,0,534,415,"{type:4,param:80400001,value:-49900}",56000008,1,56000009,1,56000007,1,56000008,1,
506,21000032,9,35,6065,3218,0,619,482,"{type:4,param:80400001,value:-68100}",56000010,1,56000010,1,56000008,1,56000009,1,
507,21000032,10,40,6902,3661,0,705,548,"{type:4,param:80400001,value:-89800}",56000008,1,56000010,1,56000009,1,56000007,1,
508,21000032,11,45,7739,4105,0,790,615,"{type:4,param:80400001,value:-115000}",56000009,1,56000007,1,56000009,1,56000007,1,
509,21000032,12,50,9412,4993,0,961,748,"{type:4,param:80400001,value:-143900}",56000010,1,56000009,1,56000010,1,56000008,1,
510,21000032,13,55,10458,5548,0,1068,831,"{type:4,param:80400001,value:-176600}",56000008,1,56000010,1,56000008,1,56000009,1,
511,21000032,14,60,11503,6102,0,1175,914,"{type:4,param:80400001,value:-213300}",56000008,1,56000009,1,56000007,1,56000010,1,
512,21000032,15,65,12549,6657,0,1282,997,"{type:4,param:80400001,value:-253900}",56000007,1,56000009,1,56000007,1,56000008,1,
513,21000033,0,1,0,0,0,0,0,,56000008,1,56000009,1,56000008,1,56000010,1,
514,21000033,1,1,414,226,0,42,33,"{type:4,param:80400001,value:-500}",56000007,1,56000008,1,56000010,1,56000008,1,
515,21000033,2,5,828,452,0,84,66,"{type:4,param:80400001,value:-1000}",56000007,1,56000010,1,56000007,1,56000010,1,
516,21000033,3,5,1242,678,0,126,100,"{type:4,param:80400001,value:-3100}",56000010,1,56000007,1,56000009,1,56000008,1,
517,21000033,4,10,2071,1130,0,211,166,"{type:4,param:80400001,value:-7200}",56000010,1,56000010,1,56000008,1,56000009,1,
518,21000033,5,15,2692,1469,0,274,216,"{type:4,param:80400001,value:-13700}",56000010,1,56000007,1,56000009,1,56000007,1,
519,21000033,6,20,3313,1808,0,337,266,"{type:4,param:80400001,value:-22800}",56000008,1,56000010,1,56000007,1,56000009,1,
520,21000033,7,25,3934,2148,0,400,316,"{type:4,param:80400001,value:-34800}",56000009,1,56000010,1,56000008,1,56000010,1,
521,21000033,8,30,5177,2826,0,527,415,"{type:4,param:80400001,value:-49900}",56000009,1,56000008,1,56000007,1,56000008,1,
522,21000033,9,35,6005,3278,0,611,482,"{type:4,param:80400001,value:-68100}",56000010,1,56000009,1,56000007,1,56000010,1,
523,21000033,10,40,6833,3730,0,695,548,"{type:4,param:80400001,value:-89800}",56000008,1,56000007,1,56000009,1,56000007,1,
524,21000033,11,45,7662,4182,0,779,615,"{type:4,param:80400001,value:-115000}",56000009,1,56000007,1,56000009,1,56000007,1,
525,21000033,12,50,9318,5086,0,948,748,"{type:4,param:80400001,value:-143900}",56000007,1,56000008,1,56000010,1,56000009,1,
526,21000033,13,55,10354,5652,0,1053,831,"{type:4,param:80400001,value:-176600}",56000007,1,56000010,1,56000008,1,56000009,1,
527,21000033,14,60,11389,6217,0,1158,914,"{type:4,param:80400001,value:-213300}",56000010,1,56000009,1,56000008,1,56000009,1,
528,21000033,15,65,12424,6782,0,1264,997,"{type:4,param:80400001,value:-253900}",56000010,1,56000010,1,56000009,1,56000010,1,
529,21000034,0,1,0,0,0,0,0,,56000008,1,56000010,1,56000007,1,56000009,1,
530,21000034,1,1,431,220,0,42,33,"{type:4,param:80400001,value:-500}",56000007,1,56000008,1,56000007,1,56000008,1,
531,21000034,2,5,861,439,0,83,66,"{type:4,param:80400001,value:-1000}",56000007,1,56000009,1,56000007,1,56000010,1,
532,21000034,3,5,1292,659,0,125,100,"{type:4,param:80400001,value:-3100}",56000010,1,56000008,1,56000010,1,56000007,1,
533,21000034,4,10,2154,1098,0,208,166,"{type:4,param:80400001,value:-7200}",56000008,1,56000009,1,56000008,1,56000009,1,
534,21000034,5,15,2800,1427,0,270,216,"{type:4,param:80400001,value:-13700}",56000008,1,56000008,1,56000010,1,56000008,1,
535,21000034,6,20,3446,1756,0,332,266,"{type:4,param:80400001,value:-22800}",56000008,1,56000010,1,56000008,1,56000010,1,
536,21000034,7,25,4092,2086,0,395,316,"{type:4,param:80400001,value:-34800}",56000009,1,56000010,1,56000008,1,56000010,1,
537,21000034,8,30,5384,2744,0,519,415,"{type:4,param:80400001,value:-49900}",56000008,1,56000008,1,56000010,1,56000009,1,
538,21000034,9,35,6246,3183,0,602,482,"{type:4,param:80400001,value:-68100}",56000008,1,56000009,1,56000008,1,56000009,1,
539,21000034,10,40,7108,3622,0,685,548,"{type:4,param:80400001,value:-89800}",56000009,1,56000010,1,56000009,1,56000007,1,
540,21000034,11,45,7969,4061,0,768,615,"{type:4,param:80400001,value:-115000}",56000009,1,56000010,1,56000008,1,56000007,1,
541,21000034,12,50,9692,4940,0,935,748,"{type:4,param:80400001,value:-143900}",56000010,1,56000009,1,56000007,1,56000008,1,
542,21000034,13,55,10769,5488,0,1038,831,"{type:4,param:80400001,value:-176600}",56000008,1,56000009,1,56000007,1,56000010,1,
543,21000034,14,60,11846,6037,0,1142,914,"{type:4,param:80400001,value:-213300}",56000007,1,56000009,1,56000008,1,56000010,1,
544,21000034,15,65,12923,6586,0,1246,997,"{type:4,param:80400001,value:-253900}",56000007,1,56000010,1,56000009,1,56000007,1,
545,21000035,0,1,0,0,0,0,0,,56000008,1,56000010,1,56000008,1,56000010,1,
546,21000035,1,1,418,0,220,34,43,"{type:4,param:80400001,value:-500}",56000010,1,56000008,1,56000007,1,56000008,1,
547,21000035,2,5,837,0,439,69,87,"{type:4,param:80400001,value:-1000}",56000007,1,56000009,1,56000008,1,56000010,1,
548,21000035,3,5,1255,0,659,103,130,"{type:4,param:80400001,value:-3100}",56000010,1,56000008,1,56000010,1,56000007,1,
549,21000035,4,10,2091,0,1098,172,217,"{type:4,param:80400001,value:-7200}",56000008,1,56000009,1,56000007,1,56000010,1,
550,21000035,5,15,2719,0,1427,224,282,"{type:4,param:80400001,value:-13700}",56000008,1,56000008,1,56000010,1,56000007,1,
551,21000035,6,20,3346,0,1756,275,347,"{type:4,param:80400001,value:-22800}",56000010,1,56000009,1,56000008,1,56000009,1,
552,21000035,7,25,3974,0,2086,327,411,"{type:4,param:80400001,value:-34800}",56000008,1,56000007,1,56000008,1,56000010,1,
553,21000035,8,30,5229,0,2744,430,541,"{type:4,param:80400001,value:-49900}",56000008,1,56000009,1,56000010,1,56000008,1,
554,21000035,9,35,6065,0,3183,499,628,"{type:4,param:80400001,value:-68100}",56000008,1,56000009,1,56000008,1,56000009,1,
555,21000035,10,40,6902,0,3622,568,715,"{type:4,param:80400001,value:-89800}",56000007,1,56000007,1,56000009,1,56000007,1,
556,21000035,11,45,7739,0,4061,637,801,"{type:4,param:80400001,value:-115000}",56000008,1,56000010,1,56000008,1,56000007,1,
557,21000035,12,50,9412,0,4940,774,975,"{type:4,param:80400001,value:-143900}",56000010,1,56000008,1,56000010,1,56000009,1,
558,21000035,13,55,10458,0,5488,860,1083,"{type:4,param:80400001,value:-176600}",56000008,1,56000010,1,56000008,1,56000009,1,
559,21000035,14,60,11503,0,6037,946,1191,"{type:4,param:80400001,value:-213300}",56000007,1,56000010,1,56000007,1,56000009,1,
560,21000035,15,65,12549,0,6586,1032,1299,"{type:4,param:80400001,value:-253900}",56000010,1,56000010,1,56000008,1,56000010,1,
561,21000036,0,1,0,0,0,0,0,,56000008,1,56000010,1,56000007,1,56000010,1,
562,21000036,1,1,418,0,220,34,42,"{type:4,param:80400001,value:-500}",56000010,1,56000008,1,56000007,1,56000009,1,
563,21000036,2,5,837,0,439,69,84,"{type:4,param:80400001,value:-1000}",56000007,1,56000010,1,56000007,1,56000009,1,
564,21000036,3,5,1255,0,659,103,126,"{type:4,param:80400001,value:-3100}",56000010,1,56000008,1,56000010,1,56000008,1,
565,21000036,4,10,2091,0,1098,172,211,"{type:4,param:80400001,value:-7200}",56000007,1,56000010,1,56000008,1,56000009,1,
566,21000036,5,15,2719,0,1427,224,274,"{type:4,param:80400001,value:-13700}",56000010,1,56000008,1,56000010,1,56000007,1,
567,21000036,6,20,3346,0,1756,275,337,"{type:4,param:80400001,value:-22800}",56000008,1,56000010,1,56000007,1,56000009,1,
568,21000036,7,25,3974,0,2086,327,400,"{type:4,param:80400001,value:-34800}",56000007,1,56000010,1,56000008,1,56000007,1,
569,21000036,8,30,5229,0,2744,430,527,"{type:4,param:80400001,value:-49900}",56000009,1,56000008,1,56000010,1,56000008,1,
570,21000036,9,35,6065,0,3183,499,611,"{type:4,param:80400001,value:-68100}",56000008,1,56000009,1,56000007,1,56000010,1,
571,21000036,10,40,6902,0,3622,568,695,"{type:4,param:80400001,value:-89800}",56000009,1,56000010,1,56000009,1,56000010,1,
572,21000036,11,45,7739,0,4061,637,779,"{type:4,param:80400001,value:-115000}",56000008,1,56000010,1,56000009,1,56000010,1,
573,21000036,12,50,9412,0,4940,774,948,"{type:4,param:80400001,value:-143900}",56000010,1,56000008,1,56000007,1,56000008,1,
574,21000036,13,55,10458,0,5488,860,1053,"{type:4,param:80400001,value:-176600}",56000008,1,56000010,1,56000007,1,56000009,1,
575,21000036,14,60,11503,0,6037,946,1158,"{type:4,param:80400001,value:-213300}",56000008,1,56000010,1,56000008,1,56000010,1,
576,21000036,15,65,12549,0,6586,1032,1264,"{type:4,param:80400001,value:-253900}",56000010,1,56000008,1,56000008,1,56000010,1,
577,21000037,0,1,0,0,0,0,0,,56000008,1,56000010,1,56000008,1,56000010,1,
578,21000037,1,1,640,97,0,63,51,"{type:4,param:80400001,value:-500}",56000007,1,56000009,1,56000010,1,56000008,1,
579,21000037,2,5,1280,193,0,127,102,"{type:4,param:80400001,value:-1000}",56000008,1,56000009,1,56000007,1,56000009,1,
580,21000037,3,5,1921,290,0,190,153,"{type:4,param:80400001,value:-3100}",56000010,1,56000008,1,56000010,1,56000008,1,
581,21000037,4,10,3201,484,0,317,255,"{type:4,param:80400001,value:-7200}",56000007,1,56000009,1,56000008,1,56000010,1,
582,21000037,5,15,4161,629,0,413,332,"{type:4,param:80400001,value:-13700}",56000008,1,56000008,1,56000010,1,56000008,1,
583,21000037,6,20,5122,774,0,508,408,"{type:4,param:80400001,value:-22800}",56000010,1,56000009,1,56000008,1,56000010,1,
584,21000037,7,25,6082,919,0,603,485,"{type:4,param:80400001,value:-34800}",56000007,1,56000010,1,56000009,1,56000007,1,
585,21000037,8,30,8003,1209,0,794,638,"{type:4,param:80400001,value:-49900}",56000007,1,56000009,1,56000010,1,56000008,1,
586,21000037,9,35,9283,1402,0,921,740,"{type:4,param:80400001,value:-68100}",56000008,1,56000010,1,56000008,1,56000009,1,
587,21000037,10,40,10563,1596,0,1048,842,"{type:4,param:80400001,value:-89800}",56000008,1,56000010,1,56000008,1,56000010,1,
588,21000037,11,45,11844,1789,0,1175,944,"{type:4,param:80400001,value:-115000}",56000009,1,56000010,1,56000009,1,56000007,1,
589,21000037,12,50,14405,2176,0,1428,1148,"{type:4,param:80400001,value:-143900}",56000010,1,56000009,1,56000007,1,56000009,1,
590,21000037,13,55,16005,2418,0,1587,1276,"{type:4,param:80400001,value:-176600}",56000007,1,56000010,1,56000008,1,56000010,1,
591,21000037,14,60,17606,2660,0,1746,1403,"{type:4,param:80400001,value:-213300}",56000010,1,56000009,1,56000008,1,56000009,1,
592,21000037,15,65,19206,2901,0,1905,1531,"{type:4,param:80400001,value:-253900}",56000009,1,56000009,1,56000007,1,56000007,1,
593,21000038,0,1,0,0,0,0,0,,56000007,1,56000009,1,56000008,1,56000009,1,
594,21000038,1,1,621,95,0,63,50,"{type:4,param:80400001,value:-500}",56000007,1,56000008,1,56000010,1,56000008,1,
595,21000038,2,5,1242,190,0,127,101,"{type:4,param:80400001,value:-1000}",56000007,1,56000009,1,56000008,1,56000010,1,
596,21000038,3,5,1864,285,0,190,151,"{type:4,param:80400001,value:-3100}",56000010,1,56000007,1,56000009,1,56000008,1,
597,21000038,4,10,3106,475,0,317,252,"{type:4,param:80400001,value:-7200}",56000007,1,56000009,1,56000007,1,56000009,1,
598,21000038,5,15,4038,617,0,413,328,"{type:4,param:80400001,value:-13700}",56000010,1,56000007,1,56000010,1,56000008,1,
599,21000038,6,20,4970,759,0,508,403,"{type:4,param:80400001,value:-22800}",56000010,1,56000010,1,56000008,1,56000010,1,
600,21000038,7,25,5902,902,0,603,479,"{type:4,param:80400001,value:-34800}",56000008,1,56000010,1,56000009,1,56000010,1,
601,21000038,8,30,7765,1187,0,794,630,"{type:4,param:80400001,value:-49900}",56000008,1,56000008,1,56000010,1,56000008,1,
602,21000038,9,35,9008,1377,0,921,731,"{type:4,param:80400001,value:-68100}",56000009,1,56000010,1,56000007,1,56000009,1,
603,21000038,10,40,10250,1566,0,1048,832,"{type:4,param:80400001,value:-89800}",56000009,1,56000010,1,56000009,1,56000007,1,
604,21000038,11,45,11493,1756,0,1175,933,"{type:4,param:80400001,value:-115000}",56000008,1,56000007,1,56000009,1,56000010,1,
605,21000038,12,50,13977,2136,0,1428,1135,"{type:4,param:80400001,value:-143900}",56000010,1,56000008,1,56000010,1,56000008,1,
606,21000038,13,55,15531,2373,0,1587,1261,"{type:4,param:80400001,value:-176600}",56000008,1,56000010,1,56000007,1,56000010,1,
607,21000038,14,60,17084,2611,0,1746,1387,"{type:4,param:80400001,value:-213300}",56000010,1,56000009,1,56000007,1,56000010,1,
608,21000038,15,65,18637,2848,0,1905,1513,"{type:4,param:80400001,value:-253900}",56000009,1,56000010,1,56000009,1,56000008,1,
609,21000039,0,1,0,0,0,0,0,,56000008,1,56000009,1,56000008,1,56000009,1,
610,21000039,1,1,539,0,157,43,52,"{type:4,param:80400001,value:-500}",56000007,1,56000008,1,56000007,1,56000009,1,
611,21000039,2,5,1077,0,313,85,104,"{type:4,param:80400001,value:-1000}",56000008,1,56000009,1,56000007,1,56000010,1,
612,21000039,3,5,1616,0,470,128,157,"{type:4,param:80400001,value:-3100}",56000010,1,56000008,1,56000010,1,56000008,1,
613,21000039,4,10,2694,0,783,214,261,"{type:4,param:80400001,value:-7200}",56000007,1,56000010,1,56000007,1,56000010,1,
614,21000039,5,15,3502,0,1018,278,339,"{type:4,param:80400001,value:-13700}",56000009,1,56000008,1,56000010,1,56000008,1,
615,21000039,6,20,4310,0,1253,342,418,"{type:4,param:80400001,value:-22800}",56000008,1,56000010,1,56000007,1,56000009,1,
616,21000039,7,25,5118,0,1488,406,496,"{type:4,param:80400001,value:-34800}",56000008,1,56000010,1,56000008,1,56000010,1,
617,21000039,8,30,6734,0,1958,534,653,"{type:4,param:80400001,value:-49900}",56000009,1,56000009,1,56000010,1,56000009,1,
618,21000039,9,35,7812,0,2271,619,757,"{type:4,param:80400001,value:-68100}",56000007,1,56000010,1,56000007,1,56000010,1,
619,21000039,10,40,8889,0,2585,705,862,"{type:4,param:80400001,value:-89800}",56000007,1,56000010,1,56000008,1,56000010,1,
620,21000039,11,45,9967,0,2898,790,966,"{type:4,param:80400001,value:-115000}",56000009,1,56000007,1,56000009,1,56000010,1,
621,21000039,12,50,12122,0,3524,961,1175,"{type:4,param:80400001,value:-143900}",56000010,1,56000009,1,56000010,1,56000009,1,
622,21000039,13,55,13469,0,3916,1068,1305,"{type:4,param:80400001,value:-176600}",56000007,1,56000010,1,56000007,1,56000009,1,
623,21000039,14,60,14816,0,4308,1175,1436,"{type:4,param:80400001,value:-213300}",56000008,1,56000010,1,56000008,1,56000009,1,
