"技能id{id,int}(id,number)","技能名称(name,string)","技能描述(description,string)","前置技能1{pre_1_id,int}(pre_skill_1,number)","前置技能2{pre_2_id,int}(pre_skill_2,number)","技能图标(icon,string)","技能类型{type,int}(type,number)","开启SP消耗{need_sp,int}(sp_cost,number)","效果目标1{effect_1_targets, int}(target_1,number)","效果条件组1{effect_1_conditions, ints}(condition_1,array)","效果id组1{effects_1,ints}(buff_id_1,array)","效果触发点组1{effect_1_trigger_points,ints}(trigger_1,array|number)","效果生效点组1{effect_1_take_effects, ints}(execute_1,array)","持续类型组1(continue_1,array){continue_1,ints}","效果目标2{effect_2_targets, int}(target_2,number)","效果条件组2{effect_2_conditions, ints}(condition_2,array)","效果id组2{effects_2,ints}(buff_id_2,array)","效果触发点组2{effect_2_trigger_points,ints}(trigger_2,array)","效果生效点组2{effect_2_take_effects, ints}(execute_2,array)","持续类型组2(continue_2,array){continue_2,ints}","效果目标3{effect_3_targets, int}(target_3,number)","效果条件组3{effect_3_conditions, ints}(condition_3,array)","效果id组3{effects_3,ints}(buff_id_3,array)","效果触发点组3{effect_3_trigger_points,ints}(trigger_3,array)","效果生效点组3{effect_3_take_effects, ints}(execute_3,array)","持续类型组3(continue_3,array){continue_3,ints}","装备颜色&武器编码组{limit_weapons, ints}(career_limit,array)","装备兵种编码{limit_arms, ints}(arms_limit,array)",限制条件描述
21510151,飞燕明镜架势2,受到敌人攻击时，战斗中的速度及魔防+4,21510150,0,,4,240,2,{22102001},"{22201404,22201604}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21510152,金刚呼吸,受到敌人攻击时，战斗中的防守+4且奥义发动计量变化量+1(多个系统生效取最大值),21510139,0,,4,240,2,{22102001},"{22201504,22204001}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,25,26,27,28}","{1,2}",
21510153,明镜呼吸,受到敌人攻击时，战斗中的魔防+4且奥义发动计量变化量+1(多个系统生效取最大值),21510142,0,,4,240,2,{22102001},"{22201604,22204001}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,25,26,27,28}","{1,2}",
21510154,塞迦的规矩,受到敌人攻击时，若周围2格内有2名以上我方单位，战斗中的攻击、速度、防守、魔防+4,0,0,,4,300,2,"{22102001,22164001}","{22201304,22201404,22201504,22201604}","{23,23,23,23}","{23,23,23,23}","{1,1,1,1}",0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21510155,邪龙之鳞,克制飞行无效，受到敌人攻击时，战斗中的魔防及防守+4,0,0,,4,300,2,{22102001},"{22208301,22201504,22201604}","{1,23,23}","{1,23,23}","{1,1,1}",0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21510156,近距离防御1,受到武器为剑、枪、斧、龙、的敌人攻击时、战斗中的防守及魔防+2,0,0,,4,60,2,"{22102001,22151001,22152001,22153001,22154001}","{22201502,22201602}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21510157,近距离防御2,受到武器为剑、枪、斧、龙、的敌人攻击时、战斗中的防守及魔防+4,21510156,0,,4,120,2,"{22102001,22151001,22152001,22153001,22154001}","{22201504,22201604}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21510158,近距离防御3,受到武器为剑、枪、斧、龙、的敌人攻击时、战斗中的防守及魔防+6,21510157,0,,4,240,2,"{22102001,22151001,22152001,22153001,22154001}","{22201506,22201606}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21510159,远距离防御1,受到武器为弓、暗器、魔法、杖的敌人攻击时、战斗中的防守及魔防+2,0,0,,4,60,2,"{22102001,22155001,22156001,22157001,22158001,22159001,22160001}","{22201502,22201602}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21510160,远距离防御2,受到武器为弓、暗器、魔法、杖的敌人攻击时、战斗中的防守及魔防+4,21510159,0,,4,120,2,"{22102001,22155001,22156001,22157001,22158001,22159001,22160001}","{22201504,22201604}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21510161,远距离防御3,受到武器为弓、暗器、魔法、杖的敌人攻击时、战斗中的防守及魔防+6,21510160,0,,4,240,2,"{22102001,22155001,22156001,22157001,22158001,22159001,22160001}","{22201506,22201606}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520001,盾之跃动1,若装备有一但遭遇敌人攻击就会发动的奥义，则于第一回合开始时，奥义发动计量-1,0,0,,5,60,2,{22107001},{22203001},{10},{10},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,25,26,27,28}","{1,2}",
21520002,盾之跃动2,若装备有一但遭遇敌人攻击就会发动的奥义，则于第一回合开始时，奥义发动计量-1，且发动奥义时，所受伤害-5,21520001,0,,5,120,2,{22107001},"{22203001,22217015}","{10,26}","{10,26}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,25,26,27,28}","{1,2}",
21520003,盾之跃动3,若装备有一但遭遇敌人攻击就会发动的奥义，则于第一回合开始时，奥义发动计量-2，且发动奥义时，所受伤害-5,21520002,0,,5,240,2,{22107001},"{22203002,22217015}","{10,26}","{10,26}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,25,26,27,28}","{1,2}",
21520004,恢复1,每4回合1次，回合开始时回复10HP。,0,0,,5,60,2,{},{22201210},{18},{18},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520005,恢复2,每3回合1次，回合开始时回复10HP。,21520004,0,,5,120,2,{},{22201210},{17},{17},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520006,恢复3,每2回合1次，回合开始时回复10HP。,21520005,0,,5,240,2,{},{22201210},{16},{16},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520007,圣愈戒指,回合开始时回复10HP,0,0,,5,200,2,{},{22201210},{4},{4},{1},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21520008,S饮料,"第一回合开始时，回复99HP,奥义计量-1,。",0,0,,5,300,2,{},"{22201212,22203001}","{10,10}","{10,10}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21520009,武士道,发动奥义时，奥义造成的伤害+10,0,0,,5,300,1,{},{22217013},{23},{27},{1},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21520010,愤怒1,自身HP低于25%，且装备有在攻击时发动的奥义，回合开始时，奥义发动计量-1，发动奥义时奥义造成的伤害+10,0,0,,5,60,2,"{22110001,22108001}","{22203001,22217013}","{4,26}","{4,26}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520011,愤怒2,自身HP低于50%，且装备有在攻击时发动的奥义，回合开始时，奥义发动计量-1，发动奥义时奥义造成的伤害+10,21520010,0,,5,120,2,"{22110004,22108001}","{22203001,22217013}","{4,26}","{4,26}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520012,愤怒3,自身HP低于75%，且装备有在攻击时发动的奥义，回合开始时，奥义发动计量-1，发动奥义时奥义造成的伤害+10,21520011,0,,5,240,2,"{22110006,22108001}","{22203001,22217013}","{4,26}","{4,26}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520013,速度封杀1,回合开始时，敌军内速度最快的敌人速度-3,0,0,,5,60,10,{},{22201412},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520014,速度封杀2,回合开始时，敌军内速度最快的敌人速度-5,21520013,0,,5,120,10,{},{22201414},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520015,速度封杀3,回合开始时，敌军内速度最快的敌人速度-7,21520014,0,,5,240,10,{},{22201416},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520016,防守封杀1,回合开始时，敌军内速度最快的敌人防守-3,0,0,,5,60,10,{},{22201511},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520017,防守封杀2,回合开始时，敌军内速度最快的敌人防守-5,21520016,0,,5,120,10,{},{22201513},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520018,防守封杀3,回合开始时，敌军内速度最快的敌人防守-7,21520017,0,,5,240,10,{},{22201515},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520019,魔防封杀1,回合开始时，敌军内速度最快的敌人魔防-3,0,0,,5,60,10,{},{22201611},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520020,魔防封杀2,回合开始时，敌军内速度最快的敌人魔防-5,21520019,0,,5,120,10,{},{22201613},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520021,魔防封杀3,回合开始时，敌军内速度最快的敌人魔防-7,21520020,0,,5,240,10,{},{22201615},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520022,冰之封印,回合开始时，自身HP高于50%敌军内防守最低的敌人攻击及速度-6,0,0,,5,300,19,{22110011},"{22201319,22201415}","{4,4}","{4,4}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21520023,穿越1,自身HP高于75%，可穿过敌方所在的格子。,0,0,,5,50,2,{22110013},{22228101},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520024,穿越2,自身HP高于50%，可穿过敌方所在的格子。,21520023,0,,5,100,2,{22110011},{22228101},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520025,穿越3,自身HP高于25%，可穿过敌方所在的格子。,21520024,0,,5,200,2,{22110010},{22228101},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520026,阻止进军1,自身HP高于90%，让敌人无法穿越与自身相邻的格子(对有穿越技能的敌人无效),0,0,,5,50,3,{22110015},{22228201},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520027,阻止进军2,自身HP高于70%，让敌人无法穿越与自身相邻的格子(对有穿越技能的敌人无效),21520026,0,,5,100,3,{22110012},{22228201},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520028,阻止进军3,自身HP高于50%，让敌人无法穿越与自身相邻的格子(对有穿越技能的敌人无效),21520027,0,,5,200,3,{22110011},{22228201},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520029,脱离路线1,自身HP低于30%，可移动至我方的相邻格子。,0,0,,5,60,2,{22110002},{22229101},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520030,脱离路线2,自身HP低于40%，可移动至我方的相邻格子。,21520029,0,,5,120,2,{22110003},{22229101},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520031,脱离路线3,自身HP低于50%，可移动至我方的相邻格子。,21520030,0,,5,240,2,{22110004},{22229101},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520032,救援路线1,可移动至HP低于30%的我方相邻格子,0,0,,5,60,2,{},{22229101},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520033,救援路线2,可移动至HP低于40%的我方相邻格子,21520032,0,,5,120,2,{},{22229101},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520034,救援路线3,可移动至HP低于50%的我方相邻格子,21520033,0,,5,240,2,{},{22229101},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520035,编队飞行1,自身HP为100%，可移动至自身周围2格内我方飞行单位的相邻格子,0,0,,5,60,48,{22110016},{22229101},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},
21520036,编队飞行2,自身HP高于50%，可移动至自身周围2格内我方飞行单位的相邻格子,21520035,0,,5,120,48,{22110011},{22229101},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},
21520037,编队飞行3,可移动至自身周围2格内我方飞行单位的相邻格子,21520036,0,,5,240,48,{},{22229101},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},
21520038,转移粉末,自身HP高于80%，可移动至周围2格之内我方的相邻格子。,0,0,,5,300,48,{22110014},{22229101},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21520039,业火之舞1,使用【歌唱】、【起舞】时，指定的目标的攻击+2,0,0,,5,50,1,{22109001},{22201322},{26},{26},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520040,业火之舞2,使用【歌唱】、【起舞】时，指定的目标的攻击+3,21520039,0,,5,100,1,{22109001},{22201323},{26},{26},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520041,业火之舞3,使用【歌唱】、【起舞】时，指定的目标的攻击+4,21520040,0,,5,200,1,{22109001},{22201324},{26},{26},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520042,疾风之舞1,使用【歌唱】、【起舞】时，指定的目标的速度+2,0,0,,5,50,1,{22109001},{22201418},{26},{26},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520043,疾风之舞2,使用【歌唱】、【起舞】时，指定的目标的速度+3,21520042,0,,5,100,1,{22109001},{22201419},{26},{26},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520044,疾风之舞3,使用【歌唱】、【起舞】时，指定的目标的速度+4,21520043,0,,5,200,1,{22109001},{22201420},{26},{26},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520045,大地之舞1,使用【歌唱】、【起舞】时，指定的目标的防守+3,0,0,,5,50,1,{22109001},{22201521},{26},{26},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520046,大地之舞2,使用【歌唱】、【起舞】时，指定的目标的防守+4,21520045,0,,5,100,1,{22109001},{22201522},{26},{26},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520047,大地之舞3,使用【歌唱】、【起舞】时，指定的目标的防守+5,21520046,0,,5,200,1,{22109001},{22201523},{26},{26},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520048,静水之舞1,使用【歌唱】、【起舞】时，指定的目标的魔防+3,0,0,,5,50,1,{22109001},{22201621},{26},{26},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520049,静水之舞2,使用【歌唱】、【起舞】时，指定的目标的魔防+4,21520048,0,,5,100,1,{22109001},{22201622},{26},{26},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520050,静水之舞3,使用【歌唱】、【起舞】时，指定的目标的魔防+5,21520049,0,,5,200,1,{22109001},{22201623},{26},{26},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520051,大地静水之舞1,使用【歌唱】、【起舞】时，指定的目标的防守魔防+3,21520048,21520045,,5,120,1,{22109001},"{22201521,22201621}","{26,26}","{26,26}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520052,大地静水之舞2,使用【歌唱】、【起舞】时，指定的目标的防守魔防+4,21520051,0,,5,240,1,{22109001},"{22201522,22201622}","{26,26}","{26,26}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520053,业火疾风之舞1,使用【歌唱】、【起舞】时，指定的目标的攻击速度+2,21520042,21520039,,5,120,1,{22109001},"{22201322,22201418}","{26,26}","{26,26}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520054,业火疾风之舞2,使用【歌唱】、【起舞】时，指定的目标的攻击速度+3,21520053,0,,5,240,1,{22109001},"{22201323,22201419}","{26,26}","{26,26}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520055,抵消互克1,抵消自身技能的三角互克强化效果,0,0,,5,50,2,{},{22207001},{1},{1},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,16,20,25,26,27,28}","{1,2,3,4}",
21520056,抵消互克2,抵消自身技能的三角互克强化效果，当三角互克对自身不利时，抵消敌方技能的强化效果。,21520055,0,,5,100,2,{},{22207001},{1},{1},{1},1,{22173001},{22223101},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,16,20,25,26,27,28}","{1,2,3,4}",
21520057,抵消互克3,抵消自身技能的三角互克强化效果，当三角互克对自身不利时，反转敌方技能的强化效果。,21520056,0,,5,200,2,{},{22207001},{1},{1},{1},1,{22173001},{22223301},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,16,20,25,26,27,28}","{1,2,3,4}",
21520058,强化无效，远距离1,当自身HP为100%时，敌人的武器为弓、暗器、魔法、杖时，战斗中抵消敌人的+强化状态,0,0,,5,60,1,"{22110016,22155001,22156001,22157001,22158001,22159001,22160001}",{22223101},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520059,强化无效，远距离2,当自身HP高于50%时，敌人的武器为弓、暗器、魔法、杖时，战斗中抵消敌人的+强化状态,21520058,0,,5,120,1,"{22110011,22155001,22156001,22157001,22158001,22159001,22160001}",{22223101},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520060,强化无效，远距离3,敌人的武器为弓、暗器、魔法、杖时，战斗中抵消敌人的+强化状态,21520059,0,,5,240,1,"{22155001,22156001,22157001,22158001,22159001,22160001}",{22223101},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520061,贝欧克的加护,敌人为骑兵或者飞行兵种时，战斗中抵消敌人的+强化状态,0,0,,5,300,1,"{22138001,22139001}",{22223101},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21520062,取消1,若进入战斗时，自身的HP为100%，则敌人的奥义发动计量变化量-1,0,0,,5,50,1,{22110016},{22204002},{23},{30},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520063,取消2,若进入战斗时，自身的HP高于90%，则敌人的奥义发动计量变化量-1,21520062,0,,5,100,1,{22110015},{22204002},{23},{30},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520064,取消3,若进入战斗时，自身的HP高于80%，则敌人的奥义发动计量变化量-1,21520063,0,,5,200,1,{22110014},{22204002},{23},{30},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520065,太阳手镯,战斗中发动奥义时，让自身回复造成伤害30%的HP。,0,0,,5,300,2,{},{22201213},{23},{27},{1},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21520066,破剑者1,若敌人的武器类型为剑，且自身HP高于90%时，自身必定可以进行追击，但敌方无法追击,0,0,,5,50,2,"{22151001,22110015}",{22210001},{23},{23},{1},1,"{22151001,22110015}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,3,4,5,7,8,9,11,12,13,15,16,17,19,20,22,23,24,25,27,28,29,31,32}","{1,2,3,4}",非绿色
