"ID{id,int}(idx)","装备类型{equipType,int}(num,equipType)","宝石等级{lv,int}(num,lv)","镶嵌等级（装备强化等级）","品质{qua,int}(num,qua)","属性条数随机权重{attSizeRate,json_intmap}(json,attSizeRate)","属性区间随机权重{attRate,ints}(fun,attRate)","对应的属性类型{attType,ints}(fun,attType)","对应的属性计算类型{calType,ints}(fun,calType)","对应属性区间的属性范围{attRange,json_intAry}(json,attRange)","图标(int,img)","名称(str,nm)","描述(str,desc)","大图标(str,BigImg)",
56800326,3,5,100,2,{2:1},"{-1,-1}","{51,2}","{2,2}","[[188,199],[144,152]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800327,3,5,100,2,{2:1},"{-1,-1}","{51,2}","{2,2}","[[199,210],[152,161]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800328,3,5,100,2,{2:1},"{-1,-1}","{51,2}","{2,2}","[[210,221],[161,169]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800329,3,5,100,3,{3:1},"{-1,-1,-1}","{51,2,51}","{2,2,3}","[[245,257],[188,197],[1700,1800]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800330,3,5,100,3,{3:1},"{-1,-1,-1}","{51,2,51}","{2,2,3}","[[257,268],[197,206],[1700,1800]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800331,3,5,100,3,{3:1},"{-1,-1,-1}","{51,2,51}","{2,2,3}","[[268,280],[206,215],[1700,1800]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800332,3,5,100,3,{3:1},"{-1,-1,-1}","{51,2,51}","{2,2,3}","[[280,292],[215,224],[1700,1800]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800333,3,5,100,4,{4:1},"{-1,-1,-1,-1}","{51,2,51,2}","{2,2,3,3}","[[295,319],[226,245],[1900,2000],[1900,2000]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800334,3,5,100,4,{4:1},"{-1,-1,-1,-1}","{51,2,51,2}","{2,2,3,3}","[[319,344],[245,264],[1900,2000],[1900,2000]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800335,3,5,100,4,{4:1},"{-1,-1,-1,-1}","{51,2,51,2}","{2,2,3,3}","[[344,369],[264,283],[1900,2000],[1900,2000]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800336,3,5,100,4,{4:1},"{-1,-1,-1,-1}","{51,2,51,2}","{2,2,3,3}","[[369,393],[283,301],[1900,2000],[1900,2000]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800337,3,6,120,1,{1:1},{-1},{51},{2},"[[144,157]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800338,3,6,120,1,{1:1},{-1},{51},{2},"[[157,170]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800339,3,6,120,1,{1:1},{-1},{51},{2},"[[170,183]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800340,3,6,120,1,{1:1},{-1},{51},{2},"[[183,197]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800341,3,6,120,2,{2:1},"{-1,-1}","{51,2}","{2,2}","[[212,225],[163,173]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800342,3,6,120,2,{2:1},"{-1,-1}","{51,2}","{2,2}","[[225,239],[173,183]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800343,3,6,120,2,{2:1},"{-1,-1}","{51,2}","{2,2}","[[239,252],[183,193]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800344,3,6,120,2,{2:1},"{-1,-1}","{51,2}","{2,2}","[[252,265],[193,203]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800345,3,6,120,3,{3:1},"{-1,-1,-1}","{51,2,51}","{2,2,3}","[[294,308],[225,236],[2100,2200]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800346,3,6,120,3,{3:1},"{-1,-1,-1}","{51,2,51}","{2,2,3}","[[308,322],[236,247],[2100,2200]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800347,3,6,120,3,{3:1},"{-1,-1,-1}","{51,2,51}","{2,2,3}","[[322,336],[247,258],[2100,2200]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800348,3,6,120,3,{3:1},"{-1,-1,-1}","{51,2,51}","{2,2,3}","[[336,350],[258,268],[2100,2200]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800349,3,6,120,4,{4:1},"{-1,-1,-1,-1}","{51,2,51,2}","{2,2,3,3}","[[354,383],[271,294],[2300,2400],[2300,2400]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800350,3,6,120,4,{4:1},"{-1,-1,-1,-1}","{51,2,51,2}","{2,2,3,3}","[[383,413],[294,316],[2300,2400],[2300,2400]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800351,3,6,120,4,{4:1},"{-1,-1,-1,-1}","{51,2,51,2}","{2,2,3,3}","[[413,442],[316,339],[2300,2400],[2300,2400]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800352,3,6,120,4,{4:1},"{-1,-1,-1,-1}","{51,2,51,2}","{2,2,3,3}","[[442,472],[339,362],[2300,2400],[2300,2400]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800353,3,7,140,1,{1:1},{-1},{51},{2},"[[168,183]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800354,3,7,140,1,{1:1},{-1},{51},{2},"[[183,199]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800355,3,7,140,1,{1:1},{-1},{51},{2},"[[199,214]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800356,3,7,140,1,{1:1},{-1},{51},{2},"[[214,229]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800357,3,7,140,2,{2:1},"{-1,-1}","{51,2}","{2,2}","[[248,263],[190,202]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800358,3,7,140,2,{2:1},"{-1,-1}","{51,2}","{2,2}","[[263,279],[202,213]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800359,3,7,140,2,{2:1},"{-1,-1}","{51,2}","{2,2}","[[279,294],[213,225]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800360,3,7,140,2,{2:1},"{-1,-1}","{51,2}","{2,2}","[[294,310],[225,237]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800361,3,7,140,3,{3:1},"{-1,-1,-1}","{51,2,51}","{2,2,3}","[[343,360],[263,276],[2500,2600]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800362,3,7,140,3,{3:1},"{-1,-1,-1}","{51,2,51}","{2,2,3}","[[360,376],[276,288],[2500,2600]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800363,3,7,140,3,{3:1},"{-1,-1,-1}","{51,2,51}","{2,2,3}","[[376,392],[288,301],[2500,2600]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800364,3,7,140,3,{3:1},"{-1,-1,-1}","{51,2,51}","{2,2,3}","[[392,409],[301,313],[2500,2600]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800365,3,7,140,4,{4:1},"{-1,-1,-1,-1}","{51,2,51,2}","{2,2,3,3}","[[413,447],[316,343],[2700,2800],[2700,2800]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800366,3,7,140,4,{4:1},"{-1,-1,-1,-1}","{51,2,51,2}","{2,2,3,3}","[[447,482],[343,369],[2700,2800],[2700,2800]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800367,3,7,140,4,{4:1},"{-1,-1,-1,-1}","{51,2,51,2}","{2,2,3,3}","[[482,516],[369,396],[2700,2800],[2700,2800]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800368,3,7,140,4,{4:1},"{-1,-1,-1,-1}","{51,2,51,2}","{2,2,3,3}","[[516,551],[396,422],[2700,2800],[2700,2800]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800369,3,8,160,1,{1:1},{-1},{51},{2},"[[192,210]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800370,3,8,160,1,{1:1},{-1},{51},{2},"[[210,227]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800371,3,8,160,1,{1:1},{-1},{51},{2},"[[227,245]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800372,3,8,160,1,{1:1},{-1},{51},{2},"[[245,262]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800373,3,8,160,2,{2:1},"{-1,-1}","{51,2}","{2,2}","[[283,301],[217,230]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800374,3,8,160,2,{2:1},"{-1,-1}","{51,2}","{2,2}","[[301,318],[230,244]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800375,3,8,160,2,{2:1},"{-1,-1}","{51,2}","{2,2}","[[318,336],[244,258]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800376,3,8,160,2,{2:1},"{-1,-1}","{51,2}","{2,2}","[[336,354],[258,271]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800377,3,8,160,3,{3:1},"{-1,-1,-1}","{51,2,51}","{2,2,3}","[[392,411],[301,315],[2900,3000]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800378,3,8,160,3,{3:1},"{-1,-1,-1}","{51,2,51}","{2,2,3}","[[411,430],[315,329],[2900,3000]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800379,3,8,160,3,{3:1},"{-1,-1,-1}","{51,2,51}","{2,2,3}","[[430,448],[329,344],[2900,3000]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800380,3,8,160,3,{3:1},"{-1,-1,-1}","{51,2,51}","{2,2,3}","[[448,467],[344,358],[2900,3000]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800381,3,8,160,4,{4:1},"{-1,-1,-1,-1}","{51,2,51,2}","{2,2,3,3}","[[472,511],[362,392],[3100,3200],[3100,3200]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800382,3,8,160,4,{4:1},"{-1,-1,-1,-1}","{51,2,51,2}","{2,2,3,3}","[[511,551],[392,422],[3100,3200],[3100,3200]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800383,3,8,160,4,{4:1},"{-1,-1,-1,-1}","{51,2,51,2}","{2,2,3,3}","[[551,590],[422,452],[3100,3200],[3100,3200]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800384,3,8,160,4,{4:1},"{-1,-1,-1,-1}","{51,2,51,2}","{2,2,3,3}","[[590,630],[452,483],[3100,3200],[3100,3200]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800385,4,1,20,1,{1:1},{-1},{2},{2},"[[11,12]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800386,4,1,20,1,{1:1},{-1},{2},{2},"[[12,13]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800387,4,1,20,1,{1:1},{-1},{2},{2},"[[13,14]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800388,4,1,20,1,{1:1},{-1},{2},{2},"[[14,15]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800389,4,1,20,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[17,18],[21,23]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800390,4,1,20,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[18,19],[23,24]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800391,4,1,20,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[19,20],[24,25]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800392,4,1,20,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[20,21],[25,27]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800393,4,1,20,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[23,24],[30,31],[100,200]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800394,4,1,20,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[24,25],[31,33],[100,200]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800395,4,1,20,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[25,27],[33,34],[100,200]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800396,4,1,20,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[27,28],[34,36],[100,200]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800397,4,1,20,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[28,30],[36,39],[300,400],[300,400]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800398,4,1,20,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[30,33],[39,42],[300,400],[300,400]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800399,4,1,20,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[33,35],[42,45],[300,400],[300,400]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800400,4,1,20,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[35,38],[45,48],[300,400],[300,400]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800401,4,2,40,1,{1:1},{-1},{2},{2},"[[23,25]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800402,4,2,40,1,{1:1},{-1},{2},{2},"[[25,27]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800403,4,2,40,1,{1:1},{-1},{2},{2},"[[27,29]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800404,4,2,40,1,{1:1},{-1},{2},{2},"[[29,31]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800405,4,2,40,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[34,36],[43,46]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800406,4,2,40,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[36,38],[46,49]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800407,4,2,40,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[38,40],[49,51]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800408,4,2,40,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[40,42],[51,54]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800409,4,2,40,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[47,49],[60,63],[500,600]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800410,4,2,40,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[49,51],[63,66],[500,600]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800411,4,2,40,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[51,54],[66,69],[500,600]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800412,4,2,40,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[54,56],[69,72],[500,600]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800413,4,2,40,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[57,61],[72,78],[700,800],[700,800]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800414,4,2,40,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[61,66],[78,84],[700,800],[700,800]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800415,4,2,40,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[66,71],[84,91],[700,800],[700,800]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800416,4,2,40,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[71,76],[91,97],[700,800],[700,800]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800417,4,3,60,1,{1:1},{-1},{2},{2},"[[34,38]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800418,4,3,60,1,{1:1},{-1},{2},{2},"[[38,41]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800419,4,3,60,1,{1:1},{-1},{2},{2},"[[41,44]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800420,4,3,60,1,{1:1},{-1},{2},{2},"[[44,47]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800421,4,3,60,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[51,54],[65,69]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800422,4,3,60,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[54,57],[69,73]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800423,4,3,60,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[57,61],[73,77]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800424,4,3,60,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[61,64],[77,81]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800425,4,3,60,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[71,74],[90,95],[900,1000]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800426,4,3,60,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[74,77],[95,99],[900,1000]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800427,4,3,60,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[77,81],[99,103],[900,1000]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800428,4,3,60,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[81,84],[103,108],[900,1000]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800429,4,3,60,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[85,92],[109,118],[1100,1200],[1100,1200]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800430,4,3,60,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[92,99],[118,127],[1100,1200],[1100,1200]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800431,4,3,60,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[99,107],[127,136],[1100,1200],[1100,1200]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800432,4,3,60,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[107,114],[136,145],[1100,1200],[1100,1200]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800433,4,4,80,1,{1:1},{-1},{2},{2},"[[46,50]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800434,4,4,80,1,{1:1},{-1},{2},{2},"[[50,55]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800435,4,4,80,1,{1:1},{-1},{2},{2},"[[55,59]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800436,4,4,80,1,{1:1},{-1},{2},{2},"[[59,63]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800437,4,4,80,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[68,72],[87,92]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800438,4,4,80,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[72,77],[92,98]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800439,4,4,80,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[77,81],[98,103]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800440,4,4,80,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[81,85],[103,109]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800441,4,4,80,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[94,99],[121,126],[1300,1400]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800442,4,4,80,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[99,103],[126,132],[1300,1400]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800443,4,4,80,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[103,108],[132,138],[1300,1400]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800444,4,4,80,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[108,112],[138,144],[1300,1400]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800445,4,4,80,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[114,123],[145,157],[1500,1600],[1500,1600]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800446,4,4,80,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[123,133],[157,169],[1500,1600],[1500,1600]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800447,4,4,80,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[133,142],[169,182],[1500,1600],[1500,1600]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800448,4,4,80,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[142,152],[182,194],[1500,1600],[1500,1600]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800449,4,5,100,1,{1:1},{-1},{2},{2},"[[58,63]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800450,4,5,100,1,{1:1},{-1},{2},{2},"[[63,68]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800451,4,5,100,1,{1:1},{-1},{2},{2},"[[68,74]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800452,4,5,100,1,{1:1},{-1},{2},{2},"[[74,79]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800453,4,5,100,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[85,90],[109,116]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800454,4,5,100,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[90,96],[116,122]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800455,4,5,100,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[96,101],[122,129]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800456,4,5,100,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[101,107],[129,136]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800457,4,5,100,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[118,124],[151,158],[1700,1800]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800458,4,5,100,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[124,129],[158,165],[1700,1800]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800459,4,5,100,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[129,135],[165,173],[1700,1800]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800460,4,5,100,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[135,141],[173,180],[1700,1800]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800461,4,5,100,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[142,154],[182,197],[1900,2000],[1900,2000]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800462,4,5,100,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[154,166],[197,212],[1900,2000],[1900,2000]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800463,4,5,100,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[166,178],[212,227],[1900,2000],[1900,2000]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800464,4,5,100,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[178,190],[227,242],[1900,2000],[1900,2000]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800465,4,6,120,1,{1:1},{-1},{2},{2},"[[69,76]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800466,4,6,120,1,{1:1},{-1},{2},{2},"[[76,82]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800467,4,6,120,1,{1:1},{-1},{2},{2},"[[82,88]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800468,4,6,120,1,{1:1},{-1},{2},{2},"[[88,95]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800469,4,6,120,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[102,109],[131,139]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800470,4,6,120,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[109,115],[139,147]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800471,4,6,120,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[115,122],[147,155]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800472,4,6,120,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[122,128],[155,163]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800473,4,6,120,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[142,149],[181,190],[2100,2200]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800474,4,6,120,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[149,155],[190,198],[2100,2200]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800475,4,6,120,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[155,162],[198,207],[2100,2200]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800476,4,6,120,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[162,169],[207,216],[2100,2200]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800477,4,6,120,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[171,185],[218,236],[2300,2400],[2300,2400]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800478,4,6,120,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[185,199],[236,254],[2300,2400],[2300,2400]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800479,4,6,120,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[199,214],[254,273],[2300,2400],[2300,2400]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800480,4,6,120,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[214,228],[273,291],[2300,2400],[2300,2400]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800481,4,7,140,1,{1:1},{-1},{2},{2},"[[81,88]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800482,4,7,140,1,{1:1},{-1},{2},{2},"[[88,96]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800483,4,7,140,1,{1:1},{-1},{2},{2},"[[96,103]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800484,4,7,140,1,{1:1},{-1},{2},{2},"[[103,111]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800485,4,7,140,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[119,127],[152,162]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800486,4,7,140,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[127,134],[162,172]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800487,4,7,140,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[134,142],[172,181]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800488,4,7,140,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[142,149],[181,191]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800489,4,7,140,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[166,174],[211,222],[2500,2600]]",10045015,红宝石,这个是一颗红宝石。,10045015,
