"技能id{id,int}(id,number)","技能名称(name,string)","技能描述(description,string)","前置技能1{pre_1_id,int}(pre_skill_1,number)","前置技能2{pre_2_id,int}(pre_skill_2,number)","技能图标(icon,string)","威力{power,int}(power,number)","射程{range,int}(range,number)","武器类型{weapon_type,int}(weapon_type,number)","技能类型{type,int}(type,number)","开启SP消耗{need_sp,int}(sp_cost,number)","武器克制组{weapon_counters,ints}(weak_weapon,array)","兵种克制组{arms_counters,ints}(weak_arms,array)","攻击次数{attack_times,int}(attack_times,number)","效果目标1{effect_1_targets, int}(target_1,number)","效果条件组1{effect_1_conditions, ints}(condition_1,array)","效果id组1{effects_1,ints}(buff_id_1,array)","效果触发点组1{effect_1_trigger_points,ints}(trigger_1,array)","效果生效点组1{effect_1_take_effects, ints}(execute_1,array)","持续类型组1(continue_1,array){continue_1,ints}","效果目标2{effect_2_targets, int}(target_2,number)","效果条件组2{effect_2_conditions, ints}(condition_2,array)","效果id组2{effects_2,ints}(buff_id_2,array)","效果触发点组2{effect_2_trigger_points,ints}(trigger_2,array)","效果生效点组2{effect_2_take_effects, ints}(execute_2,array)","持续类型组2(continue_2,array){continue_2,ints}","效果目标3{effect_3_targets, int}(target_3,number)","效果条件组3{effect_3_conditions, ints}(condition_3,array)","效果id组3{effects_3,ints}(buff_id_3,array)","效果触发点组3{effect_3_trigger_points,ints}(trigger_3,array)","效果生效点组3{effect_3_take_effects, ints}(execute_3,array)","持续类型组3(continue_3,array){continue_3,ints}","装备颜色&武器编码组{limit_weapons, ints}(career_limit,array)","装备兵种编码{limit_arms, ints}(arms_limit,array)",备注
21160041,苍蓝之刃+,不容易发动奥义（发动计量+1） 将自己身上的强化状态合计值计入攻击,21160040,0,,13,2,6,1,300,{},{},1,2,{},{},{1},{1},{},2,{},{22201310},{23},{23},{1},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160042,苍蓝渡鸦,和无属性的敌人战斗时，自己在三角互克中占优势，敌人居劣势。,21160037,0,,7,2,6,1,200,"{4,8,12,16,20,24,28,32}",{},1,0,{},{},{},{},{},1,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160043,苍蓝渡鸦+,和无属性的敌人战斗时，自己在三角互克中占优势，敌人居劣势。,21160042,0,,11,2,6,1,300,"{4,8,12,16,20,24,28,32}",{},1,0,{},{},{},{},{},1,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160044,苍蓝夜枭,战斗中的攻击、速度、防守、魔防提升（提升数值为紧邻自己的我方人数×2）,21160037,0,,6,2,6,1,200,{},{},1,2,{},"{22201308,22201408,22201508,22201608}","{23,23,23,23}","{23,23,23,23}","{1,1,1,1}",0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160045,苍蓝夜枭+,战斗中的攻击、速度、防守、魔防提升（提升数值为紧邻自己的我方人数×2）,21160044,0,,10,2,6,1,300,{},{},1,2,{},"{22201308,22201408,22201508,22201608}","{23,23,23,23}","{23,23,23,23}","{1,1,1,1}",0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160046,苍蓝饿狼,克制骑兵,21160037,0,,6,2,6,1,200,{},{3},1,1,{},{},{},{},{},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160047,苍蓝饿狼+,克制骑兵,21160046,0,,10,2,6,1,300,{},{3},1,1,{},{},{},{},{},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160048,青之礼品箱,敌人的武器为弓、暗器、魔法、杖时，战斗中抵消敌人的+强化状态,21160037,0,,8,2,6,1,200,{},{},1,1,"{22155001,22156001,22157001,22158001,22159001,22160001}",{22223101},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160049,青之礼品箱+,敌人的武器为弓、暗器、魔法、杖时，战斗中抵消敌人的+强化状态,21160048,0,,12,2,6,1,300,{},{},1,1,"{22155001,22156001,22157001,22158001,22159001,22160001}",{22223101},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160050,苍蓝海蛇,受到武器为弓、暗器、魔法、杖的敌人攻击时，战斗中的防守及魔防+6,21160037,0,,8,2,6,1,200,{},{},1,2,"{22102001,22155001,22156001,22157001,22158001,22159001,22160001}","{22201506,22201606}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160051,苍蓝海蛇+,受到武器为弓、暗器、魔法、杖的敌人攻击时，战斗中的防守及魔防+6,21160050,0,,12,2,6,1,300,{},{},1,2,"{22102001,22155001,22156001,22157001,22158001,22159001,22160001}","{22201506,22201606}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160052,青之卵,由自己发动攻击时，战斗后回复4HP,21160037,0,,7,2,6,1,200,{},{},1,2,{22101001},{22201204},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160053,青之卵+,由自己发动攻击时，战斗后回复4HP,21160052,0,,11,2,6,1,300,{},{},1,2,{22101001},{22201204},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160054,舞会乐章,由自己发动攻击时，战斗后回复自己周围1格内我方7HP,21160037,0,,8,2,6,1,200,{},{},1,47,{22101001},{22201207},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160055,舞会乐章+,由自己发动攻击时，战斗后回复自己周围1格内我方7HP,21160054,0,,12,2,6,1,300,{},{},1,47,{22101001},{22201207},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160056,圣洁花束,由自己发动攻击时，战斗后，自己周围2格内我方的防守及魔防+2,21160037,0,,8,2,6,1,200,{},{},1,48,{22101001},"{22201520,22201620}",{25},{25},"{2,2}",0,{22101001},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160057,圣洁花束+,由自己发动攻击时，战斗后，自己周围2格内我方的防守及魔防+2,21160056,0,,12,2,6,1,300,{},{},1,48,{22101001},"{22201520,22201620}",{25},{25},"{2,2}",0,{22101001},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160058,热带鱼之书,周围2格内的我方，战斗中的攻击及速度+1,21160037,0,,8,2,6,1,200,{},{},1,48,{},"{22201301,22201401}",{23},{23},"{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160059,热带鱼之书+,周围2格内的我方，战斗中的攻击及速度+1,21160058,0,,12,2,6,1,300,{},{},1,48,{},"{22201301,22201401}",{23},{23},"{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160060,纯洁之花束,回合开始时，若周围1格内有我方单位，则自己和周围1格内的我方单位速度+4,21160037,0,,8,2,6,1,200,{},{},1,41,{22161001},{22201420},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160061,纯洁之花束+,回合开始时，若周围1格内有我方单位，则自己和周围1格内的我方单位速度+4,21160060,0,,12,2,6,1,300,{},{},1,41,{22161001},{22201420},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160062,南国果汁,自身HP低于75%，且由自己发动攻击时，若可以进行追击，则会在自己攻击后立刻进行追击。,21160037,0,,8,2,6,1,200,{},{},1,2,"{22110006,22101001,22135001}",{22211001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160063,南国果汁+,自身HP低于75%，且由自己发动攻击时，若可以进行追击，则会在自己攻击后立刻进行追击。,21160062,0,,12,2,6,1,300,{},{},1,2,"{22110006,22101001,22135001}",{22211001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21160064,赛尼,魔防+3 克制重装与骑兵 敌人为重装或骑兵兵种，且武器为弓、暗器、魔法、杖时，将战斗中受到的第一发攻击伤害降低30%,21160034,0,,14,2,6,1,400,{},"{2,4}",1,2,"{22138001,22140001,22155001,22156001,22157001,22158001,22159001,22160001}",{22218003},{23},{23},{1},2,{},{22201603},{1},{1},{1},0,{},{},{},{},{},{999},"{1,2,3,4}",
21160065,奇异卢特之书,速度+3 回合开始时，位于十字方向上、魔防低于自己的敌人速度-5,21160034,0,,14,2,6,1,400,{},{},1,55,{},{22201403},{1},{1},{1},55,{22131003},{22201414},{4},{4},{2},0,{},{},{},{},{},{999},"{1,2,3,4}",
21160066,福金的魔卵,魔防+3 回合开始时，自身HP高于50%，敌军内魔防最低的敌人攻击及防守-5,21160034,0,,14,2,6,1,400,{},{},1,20,{22110011},"{22201318,22201513}","{4,4}","{4,4}","{2,2}",2,{},{22201603},{1},{1},{1},0,{},{},{},{},{},{999},"{1,2,3,4}",
21160067,伊瓦尔蒂,防守+3 在敌人HP为100%的状态下展开战斗时，自己在战斗中的攻击及速度+3,21160034,0,,14,2,6,1,400,{},{},1,2,{22118001},"{22201303,22201403}","{23,23}","{23,23}",{},2,{},{22201503},{},{},{1},0,{},{},{},{},{},{999},"{1,2,3,4}",
21160068,神雷,由自己发动攻击时，攻击2次 速度-5,21160034,0,,9,2,6,1,400,{},{},1,2,{22101001},{22213101},{23},{23},{1},2,{},{22201414},{1},{1},{2},0,{},{},{},{},{},{999},"{1,2,3,4}",
21160069,雷神之槌,容易发动奥义（发动计量-1）由自己发动攻击时，战斗中的速度+6,21160034,0,,14,2,6,1,400,{},{},1,2,{},{22202001},{1},{1},{1},2,{22101001},{22201406},{23},{23},{1},0,{},{},{},{},{},{999},"{1,2,3,4}",
21160070,辉光,由自己发动攻击时，战斗后回复自己周围1格的我方5HP,21160034,0,,14,2,6,1,400,{},{},1,47,{22101001},{22201205},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21160071,共鸣辉光,回合开始时，周围1格我方的剑、枪、斧、龙单位的攻击+6,21160034,0,,14,2,6,1,400,{},{},1,51,"{22151001,22152001,22153001,22154001}",{22201326},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21160072,烈风,,0,0,,4,2,6,1,50,{},{},1,0,{},{},{},{},{},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160073,狂风,,21160072,0,,6,2,6,1,100,{},{},1,0,{},{},{},{},{},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160074,列克斯卡利伯,,21160073,0,,9,2,6,1,200,{},{},1,0,{},{},{},{},{},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160075,列克斯卡利伯+,,21160074,0,,13,2,6,1,300,{},{},1,0,{},{},{},{},{},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160076,翠绿之刃,不容易发动奥义（发动计量+1） 将自己身上的强化状态合计值计入攻击,21160073,0,,9,2,6,1,200,{},{},1,2,{},{22202002},{1},{1},{1},2,{},{22201310},{23},{23},{1},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160077,翠绿之刃+,不容易发动奥义（发动计量+1） 将自己身上的强化状态合计值计入攻击,21160076,0,,13,2,6,1,300,{},{},1,2,{},{22202002},{1},{1},{1},2,{},{22201310},{23},{23},{1},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160078,翠绿渡鸦,和无属性的敌人战斗时，自己在三角互克中占优势，敌人居劣势。,21160073,0,,7,2,6,1,200,"{4,8,12,16,20,24,28,32}",{},1,0,{},{},{},{},{},1,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160079,翠绿渡鸦+,和无属性的敌人战斗时，自己在三角互克中占优势，敌人居劣势。,21160078,0,,11,2,6,1,300,"{4,8,12,16,20,24,28,32}",{},1,0,{},{},{},{},{},1,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160080,翠绿夜枭,战斗中的攻击、速度、防守、魔防提升（提升数值为紧邻自己的我方人数×2）,21160073,0,,6,2,6,1,200,{},{},1,2,{},"{22201308,22201408,22201508,22201608}","{23,23,23,23}","{23,23,23,23}","{1,1,1,1}",0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160081,翠绿夜枭+,战斗中的攻击、速度、防守、魔防提升（提升数值为紧邻自己的我方人数×2）,21160080,0,,10,2,6,1,300,{},{},1,2,{},"{22201308,22201408,22201508,22201608}","{23,23,23,23}","{23,23,23,23}","{1,1,1,1}",0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160082,翠绿饿狼,克制骑兵,21160073,0,,6,2,6,1,200,{},{3},1,1,{},{},{},{},{},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160083,翠绿饿狼+,克制骑兵,21160082,0,,10,2,6,1,300,{},{3},1,1,{},{},{},{},{},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160084,翠绿饿狼锻,克制骑兵,21160073,0,,8,2,6,1,200,{},{3},1,1,{},{},{},{},{},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160085,翠绿饿狼锻+,克制骑兵,21160084,0,,12,2,6,1,300,{},{3},1,1,{},{},{},{},{},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160086,绿之礼品箱,敌人的武器为弓、暗器、魔法、杖时，战斗中抵消敌人的+强化状态,21160073,0,,8,2,6,1,200,{},{},1,1,"{22155001,22156001,22157001,22158001,22159001,22160001}",{22223101},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160087,绿之礼品箱+,敌人的武器为弓、暗器、魔法、杖时，战斗中抵消敌人的+强化状态,21160086,0,,12,2,6,1,300,{},{},1,1,"{22155001,22156001,22157001,22158001,22159001,22160001}",{22223101},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160088,扶桑花之书,周围2格内的我方，战斗中的攻击及速度+1,21160073,0,,8,2,6,1,200,{},{},1,48,{},"{22201301,22201401}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160089,扶桑花之书+,周围2格内的我方，战斗中的攻击及速度+1,21160088,0,,12,2,6,1,300,{},{},1,48,{},"{22201301,22201401}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160090,恶灵魔道书,若在战斗时进行攻击，战斗后，敌人的强化状态由+转-,21160073,0,,8,2,6,1,200,{},{},1,1,{},{22223301},{30},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160091,恶灵魔道书+,若在战斗时进行攻击，战斗后，敌人的强化状态由+转-,21160090,0,,12,2,6,1,300,{},{},1,1,{},{22223301},{30},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160092,绿之卵,由自己发动攻击时，战斗后回复4HP,21160073,0,,8,2,6,1,200,{},{},1,2,{22101001},{22201204},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160093,绿之卵+,由自己发动攻击时，战斗后回复4HP,21160092,0,,12,2,6,1,300,{},{},1,2,{22101001},{22201204},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160094,舞会之环,由自己发动攻击时，战斗后回复自己周围1格内的我方7HP,21160073,0,,8,2,6,1,200,{},{},1,47,{22101001},{22201207},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160095,舞会之环+,由自己发动攻击时，战斗后回复自己周围1格内的我方7HP,21160094,0,,12,2,6,1,300,{},{},1,47,{22101001},{22201207},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21160096,尼福尔的冰花,攻击+3 战斗中的攻击及速度提升（提升数值为：周围2格内的我方人数×2）（最大值为+6）,21160074,0,,14,2,6,1,400,{},{},1,2,{},{22201303},{1},{1},{1},2,{},"{22201309,22201409}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},{999},"{1,2,3,4}",
21160097,埃克斯卡利伯,克制飞行,21160074,0,,14,2,6,1,400,{},{4},1,0,{},{},{},{},{},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21160098,共鸣埃克斯卡利伯,发动奥义时，奥义造成伤害+10,21160074,0,,14,2,6,1,400,{},{},1,1,{},{22217013},{23},{27},{1},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21160099,纪加斯卡利伯,速度+3 速度高于敌人时，造成的伤害+（速度差×70%）（最大+7伤害，适用速度跨饰）,21160074,0,,14,2,6,1,400,{},{},1,1,{22129003},{22217001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21160100,深刻烙印之风,回合开始时，敌军内攻击最高的敌人攻击-7,21160074,0,,14,2,6,1,400,{},{},1,9,{},{22201320},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21160101,露尼的魔卵,魔防+3 回合开始时，自身HP高于50%，敌军内速度最低的敌人攻击及魔防-5,21160074,0,,14,2,6,1,400,{},{},1,18,{22110011},{22201318},{4},{4},{2},2,{},{22201603},{1},{1},{1},0,{},{},{},{},{},{999},"{1,2,3,4}",
21160102,暴风雪,魔防+3 战斗中，将敌人受到的弱化状态合计值计入攻击,21160074,0,,14,2,6,1,400,{},{},1,2,{},{22201313},{23},{23},{1},2,{},{22201603},{1},{1},{1},0,{},{},{},{},{},{999},"{1,2,3,4}",
21160103,那迦,克制龙 受到敌人攻击时，防守及魔防+2,21160074,0,,14,2,6,1,400,{7},{},1,2,{22102001},{22201502},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21160104,圣者那迦,克制龙 战斗中抵消敌人的+强化状态,21160074,0,,14,2,6,1,400,{7},{},1,2,{},{22223101},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21140001,铁弓,克制飞行,0,0,,4,2,4,1,50,{},{4},1,0,{},{},{},{},{},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140002,钢弓,克制飞行,21140001,0,,6,2,4,1,100,{},{4},1,0,{},{},{},{},{},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140003,银弓,克制飞行,21140002,0,,9,2,4,1,200,{},{4},1,0,{},{},{},{},{},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140004,银弓+,克制飞行,21140003,0,,13,2,4,1,300,{},{4},1,0,{},{},{},{},{},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140005,勇者之弓,克制飞行 由自己发动攻击时，攻击2次,21140002,0,,4,2,4,1,200,{},{4},1,2,{22101001},{22213101},{23},{23},{1},2,{},{22201414},{1},{1},{1},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140006,勇者之弓+,克制飞行 由自己发动攻击时，攻击2次,21140005,0,,7,2,4,1,300,{},{4},1,2,{22101001},{22213101},{23},{23},{1},2,{},{22201414},{1},{1},{1},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140007,必杀弓,克制飞行 容易发动奥义（奥义计量-1）,21140002,0,,5,2,4,1,200,{},{4},1,2,{},{22202001},{1},{1},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140008,必杀弓+,克制飞行 容易发动奥义（奥义计量-1）,21140007,0,,9,2,4,1,300,{},{4},1,2,{},{22202001},{1},{1},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140009,必杀弓锻,克制飞行 容易发动奥义（奥义计量-1）,21140002,0,,8,2,4,1,200,{},{4},1,2,{},{22202001},{1},{1},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140010,必杀弓锻+,克制飞行 容易发动奥义（奥义计量-1）,21140009,0,,12,2,4,1,300,{},{4},1,2,{},{22202001},{1},{1},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140011,破暗器之弓,克制飞行 敌人的武器为无属性暗器时，自己必定可以进行追击，但敌人无法追击,21140002,0,,7,2,4,1,200,{},{4},1,2,"{22168001,22159001}",{22210001},{23},{23},{1},1,"{22168001,22159001}",{22212001},{23},{23},{1},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140012,破暗器之弓+,克制飞行 敌人的武器为无属性暗器时，自己必定可以进行追击，但敌人无法追击,21140011,0,,11,2,4,1,300,{},{4},1,2,"{22168001,22159001}",{22210001},{23},{23},{1},1,"{22168001,22159001}",{22212001},{23},{23},{1},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140013,格兰蒂亚,克制飞行 敌人武器为弓、暗器、魔法、杖时，战斗中抵消敌人的+强化状态,21140002,0,,8,2,4,1,200,{},{4},1,1,"{22155001,22156001,22157001,22158001,22159001,22160001}",{22223101},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140014,格兰蒂亚+,克制飞行 敌人武器为弓、暗器、魔法、杖时，战斗中抵消敌人的+强化状态,21140013,0,,12,2,4,1,300,{},{4},1,1,"{22155001,22156001,22157001,22158001,22159001,22160001}",{22223101},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140015,火雉之弓,克制飞行 自己跟敌人皆无法反击,21140002,0,,7,2,4,1,200,{},{4},1,2,{},{22214001},{23},{23},{1},1,{},{22214001},{23},{23},{1},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140016,火雉之弓+,克制飞行 自己跟敌人皆无法反击,21140015,0,,11,2,4,1,300,{},{4},1,2,{},{22214001},{23},{23},{1},1,{},{22214001},{23},{23},{1},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140017,破魔箭,克制飞行 周围2格内的我方，战斗中的防守及魔防+2,21140002,0,,8,2,4,1,200,{},{4},1,48,{},"{22201502,22201602}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140018,破魔箭+,克制飞行 周围2格内的我方，战斗中的防守及魔防+2,21140017,0,,12,2,4,1,300,{},{4},1,48,{},"{22201502,22201602}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140019,冰品弓,克制飞行 若战斗开始时，自身HP为100%，攻击速度防守魔防+2 以此状态攻击时，战斗后自己受到2点伤害,21140002,0,,8,2,4,1,200,{},{4},1,2,{22110016},"{22201302,22201402,22201502,22201602,22219002}","{23,23,23,23,25}","{23,23,23,23,25}","{1,1,1,1,1}",2,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140020,冰品弓+,克制飞行 若战斗开始时，自身HP为100%，攻击速度防守魔防+2 以此状态攻击时，战斗后自己受到2点伤害,21140019,0,,12,2,4,1,300,{},{4},1,2,{22110016},"{22201302,22201402,22201502,22201602,22219002}","{23,23,23,23,25}","{23,23,23,23,25}","{1,1,1,1,1}",2,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140021,远距离防御之弓,克制飞行 受到武器为弓、暗器、魔法、杖的敌人攻击时，战斗中的防守及魔防+6 ,21140002,0,,8,2,4,1,200,{},{4},1,2,"{22102001,22155001,22156001,22157001,22158001,22159001,22160001}","{22201506,22201606}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140022,远距离防御之弓+,克制飞行 受到武器为弓、暗器、魔法、杖的敌人攻击时，战斗中的防守及魔防+6 ,21140021,0,,12,2,4,1,300,{},{4},1,2,"{22102001,22155001,22156001,22157001,22158001,22159001,22160001}","{22201506,22201606}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140023,怪物弓,克制飞行 若在战斗时进行攻击，战斗后，对方周围2格内的敌人强化状态由+转-,21140002,0,,8,2,4,1,200,{},{4},1,50,{},{22223301},{30},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140024,怪物弓+,克制飞行 若在战斗时进行攻击，战斗后，对方周围2格内的敌人强化状态由+转-,21140023,0,,12,2,4,1,300,{},{4},1,50,{},{22223301},{30},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140025,丘比特之弓,克制飞行 由自己发动攻击时，战斗后，自己周围2格内的我方防守、魔防+2,21140002,0,,8,2,4,1,200,{},{4},1,48,{22101001},"{22201502,22201602}","{25,25}",{25},"{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140026,丘比特之弓+,克制飞行 由自己发动攻击时，战斗后，自己周围2格内的我方防守、魔防+2,21140025,0,,12,2,4,1,300,{},{4},1,48,{22101001},"{22201502,22201602}","{25,25}",{25},"{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140027,克莱涅之弓,克制飞行 由自己发动攻击时，战斗后对方周围2格内的敌人攻击及速度-5,21140002,0,,7,2,4,1,200,{},{4},1,50,{22101001},"{22201318,22201414}","{25,25}",{25},"{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140028,克莱涅之弓+,克制飞行 由自己发动攻击时，战斗后对方周围2格内的敌人攻击及速度-5,21140027,0,,11,2,4,1,300,{},{4},1,50,{22101001},"{22201318,22201414}","{25,25}",{25},"{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140029,椰子之弓,克制飞行 由自己发动攻击时，战斗中的攻击、速度、防守、魔防+2,21140002,0,,8,2,4,1,200,{},{4},1,2,{22101001},"{22201302,22201402,22201502,22201602}","{23,23,23,23}","{23,23,23,23}","{1,1,1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140030,椰子之弓+,克制飞行 由自己发动攻击时，战斗中的攻击、速度、防守、魔防+2,21140029,0,,12,2,4,1,300,{},{4},1,2,{22101001},"{22201302,22201402,22201502,22201602}","{23,23,23,23}","{23,23,23,23}","{1,1,1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140031,渔弓,克制飞行 自身HP低于75%，且由自己发动攻击时，若可以进行追击，则会在自己攻击后立刻进行追击。,21140002,0,,8,2,4,1,200,{},{4},1,2,"{22110006,22101001,22135001}",{22211001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21140032,渔弓+,克制飞行 自身HP低于75%，且由自己发动攻击时，若可以进行追击，则会在自己攻击后立刻进行追击。,21140031,0,,12,2,4,1,300,{},{4},1,2,"{22110006,22101001,22135001}",{22211001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
