"升星id{id,int}(idx)","角色id{hcid,int}(num,hcid)","星级{star,int}(num,lv)","大星(int,bigstar)","头像","形象","生命(num,lf){lf,int}","物理攻击(num,ptk){ptk,int}","魔法攻击(num,stk){stk,int}","物理防御(num,pdf){pdf,int}","魔法防御(num,sdf){sdf,int}","升星的所有消耗{costList,json_funcs}(json,costList)","角色折算后的碎片数量{prizeList,json_funcs}(json,prizeList)","开启被动技能id",
21200750,21000025,30,7,,,15885,0,8595,1283,1643,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200751,21000026,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200752,21000026,2,1,,,176,0,91,14,18,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200753,21000026,3,1,,,353,0,183,29,36,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200754,21000026,4,1,,,529,0,274,43,54,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200755,21000026,5,2,,,793,0,412,65,81,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200756,21000026,6,2,,,1058,0,549,86,108,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200757,21000026,7,2,,,1322,0,686,108,135,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200758,21000026,8,2,,,1587,0,823,129,162,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200759,21000026,9,3,,,1939,0,1006,158,199,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200760,21000026,10,3,,,2292,0,1189,186,235,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200761,21000026,11,3,,,2644,0,1372,215,271,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200762,21000026,12,3,,,2997,0,1555,244,307,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200763,21000026,13,4,,,3526,0,1830,287,361,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200764,21000026,14,4,,,4055,0,2104,330,415,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200765,21000026,15,4,,,4584,0,2379,373,469,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200766,21000026,16,4,,,5112,0,2653,416,523,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200767,21000026,17,4,,,5641,0,2927,459,578,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200768,21000026,18,5,,,6346,0,3293,516,650,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200769,21000026,19,5,,,7052,0,3659,574,722,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200770,21000026,20,5,,,7757,0,4025,631,794,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200771,21000026,21,5,,,8462,0,4391,688,866,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200772,21000026,22,5,,,9167,0,4757,746,939,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200773,21000026,23,5,,,9872,0,5123,803,1011,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200774,21000026,24,6,,,10754,0,5580,875,1101,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200775,21000026,25,6,,,11635,0,6038,946,1191,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200776,21000026,26,6,,,12517,0,6495,1018,1282,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200777,21000026,27,6,,,13398,0,6953,1090,1372,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200778,21000026,28,6,,,14280,0,7410,1162,1462,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200779,21000026,29,6,,,15161,0,7868,1233,1552,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200780,21000026,30,7,,,16043,0,8325,1305,1643,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200781,21000027,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200782,21000027,2,1,,,264,41,0,27,21,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200783,21000027,3,1,,,529,81,0,53,42,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200784,21000027,4,1,,,793,122,0,80,63,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200785,21000027,5,2,,,1189,182,0,120,95,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200786,21000027,6,2,,,1586,243,0,160,126,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200787,21000027,7,2,,,1982,304,0,200,158,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200788,21000027,8,2,,,2379,365,0,240,189,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200789,21000027,9,3,,,2907,446,0,294,231,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200790,21000027,10,3,,,3436,527,0,347,273,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200791,21000027,11,3,,,3965,608,0,401,315,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200792,21000027,12,3,,,4493,689,0,454,357,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200793,21000027,13,4,,,5286,811,0,534,420,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200794,21000027,14,4,,,6079,933,0,614,483,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200795,21000027,15,4,,,6872,1054,0,694,546,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200796,21000027,16,4,,,7665,1176,0,774,609,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200797,21000027,17,4,,,8458,1298,0,855,673,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200798,21000027,18,5,,,9515,1460,0,961,757,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200799,21000027,19,5,,,10573,1622,0,1068,841,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200800,21000027,20,5,,,11630,1784,0,1175,925,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200801,21000027,21,5,,,12687,1946,0,1282,1009,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200802,21000027,22,5,,,13744,2109,0,1389,1093,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200803,21000027,23,5,,,14802,2271,0,1495,1177,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200804,21000027,24,6,,,16123,2474,0,1629,1282,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200805,21000027,25,6,,,17445,2676,0,1762,1387,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200806,21000027,26,6,,,18766,2879,0,1896,1492,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200807,21000027,27,6,,,20088,3082,0,2029,1597,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200808,21000027,28,6,,,21409,3284,0,2163,1702,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200809,21000027,29,6,,,22731,3487,0,2296,1807,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200810,21000027,30,7,,,24053,3690,0,2430,1913,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200811,21000028,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200812,21000028,2,1,,,270,41,0,27,21,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200813,21000028,3,1,,,540,82,0,54,43,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200814,21000028,4,1,,,809,122,0,82,64,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200815,21000028,5,2,,,1214,184,0,122,96,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200816,21000028,6,2,,,1619,245,0,163,128,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200817,21000028,7,2,,,2023,306,0,204,159,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200818,21000028,8,2,,,2428,367,0,245,191,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200819,21000028,9,3,,,2967,449,0,299,234,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200820,21000028,10,3,,,3507,530,0,354,276,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200821,21000028,11,3,,,4046,612,0,408,319,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200822,21000028,12,3,,,4586,694,0,462,361,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200823,21000028,13,4,,,5395,816,0,544,425,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200824,21000028,14,4,,,6204,938,0,626,489,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200825,21000028,15,4,,,7014,1061,0,707,553,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200826,21000028,16,4,,,7823,1183,0,789,617,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200827,21000028,17,4,,,8632,1305,0,870,680,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200828,21000028,18,5,,,9711,1469,0,979,765,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200829,21000028,19,5,,,10790,1632,0,1088,851,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200830,21000028,20,5,,,11869,1795,0,1197,936,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200831,21000028,21,5,,,12948,1958,0,1305,1021,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200832,21000028,22,5,,,14027,2121,0,1414,1106,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200833,21000028,23,5,,,15106,2285,0,1523,1191,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200834,21000028,24,6,,,16455,2489,0,1659,1297,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200835,21000028,25,6,,,17804,2693,0,1795,1403,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200836,21000028,26,6,,,19152,2897,0,1931,1510,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200837,21000028,27,6,,,20501,3101,0,2067,1616,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200838,21000028,28,6,,,21850,3305,0,2203,1722,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200839,21000028,29,6,,,23199,3509,0,2339,1829,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200840,21000028,30,7,,,24548,3713,0,2475,1935,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200841,21000029,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200842,21000029,2,1,,,223,0,66,18,23,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200843,21000029,3,1,,,445,0,132,35,45,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200844,21000029,4,1,,,668,0,198,53,68,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200845,21000029,5,2,,,1001,0,297,79,102,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200846,21000029,6,2,,,1335,0,396,105,136,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200847,21000029,7,2,,,1669,0,495,132,171,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200848,21000029,8,2,,,2003,0,594,158,205,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200849,21000029,9,3,,,2448,0,726,193,250,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200850,21000029,10,3,,,2893,0,858,228,296,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200851,21000029,11,3,,,3338,0,990,263,341,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200852,21000029,12,3,,,3783,0,1122,298,387,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200853,21000029,13,4,,,4451,0,1320,351,455,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200854,21000029,14,4,,,5118,0,1518,404,523,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200855,21000029,15,4,,,5786,0,1716,456,591,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200856,21000029,16,4,,,6453,0,1914,509,660,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200857,21000029,17,4,,,7121,0,2113,562,728,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200858,21000029,18,5,,,8011,0,2377,632,819,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200859,21000029,19,5,,,8901,0,2641,702,910,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200860,21000029,20,5,,,9791,0,2905,772,1001,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200861,21000029,21,5,,,10681,0,3169,843,1092,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200862,21000029,22,5,,,11571,0,3433,913,1183,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200863,21000029,23,5,,,12462,0,3697,983,1274,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200864,21000029,24,6,,,13574,0,4027,1071,1388,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200865,21000029,25,6,,,14687,0,4357,1159,1501,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200866,21000029,26,6,,,15799,0,4687,1246,1615,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200867,21000029,27,6,,,16912,0,5017,1334,1729,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200868,21000029,28,6,,,18025,0,5347,1422,1843,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200869,21000029,29,6,,,19137,0,5677,1510,1956,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200870,21000029,30,7,,,20250,0,6008,1598,2070,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200871,21000030,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200872,21000030,2,1,,,220,0,66,18,22,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200873,21000030,3,1,,,441,0,132,36,45,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200874,21000030,4,1,,,661,0,198,53,67,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200875,21000030,5,2,,,991,0,297,80,100,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200876,21000030,6,2,,,1322,0,396,107,134,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200877,21000030,7,2,,,1652,0,495,134,167,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200878,21000030,8,2,,,1983,0,594,160,200,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200879,21000030,9,3,,,2423,0,726,196,245,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200880,21000030,10,3,,,2864,0,858,231,289,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200881,21000030,11,3,,,3305,0,990,267,334,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200882,21000030,12,3,,,3745,0,1122,303,378,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200883,21000030,13,4,,,4406,0,1320,356,445,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200884,21000030,14,4,,,5067,0,1518,409,512,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200885,21000030,15,4,,,5728,0,1716,463,579,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200886,21000030,16,4,,,6389,0,1914,516,645,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200887,21000030,17,4,,,7050,0,2113,570,712,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200888,21000030,18,5,,,7931,0,2377,641,801,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200889,21000030,19,5,,,8812,0,2641,712,890,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200890,21000030,20,5,,,9693,0,2905,783,979,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200891,21000030,21,5,,,10574,0,3169,855,1068,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200892,21000030,22,5,,,11456,0,3433,926,1157,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200893,21000030,23,5,,,12337,0,3697,997,1246,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200894,21000030,24,6,,,13438,0,4027,1086,1357,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200895,21000030,25,6,,,14540,0,4357,1175,1469,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200896,21000030,26,6,,,15641,0,4687,1264,1580,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200897,21000030,27,6,,,16743,0,5017,1353,1691,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200898,21000030,28,6,,,17844,0,5347,1442,1802,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200899,21000030,29,6,,,18946,0,5677,1531,1914,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200900,21000030,30,7,,,20048,0,6008,1620,2025,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200901,21000031,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200902,21000031,2,1,,,171,92,0,18,14,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200903,21000031,3,1,,,341,185,0,35,28,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200904,21000031,4,1,,,512,277,0,53,43,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200905,21000031,5,2,,,768,416,0,79,64,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200906,21000031,6,2,,,1024,555,0,106,85,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200907,21000031,7,2,,,1280,693,0,132,106,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200908,21000031,8,2,,,1536,832,0,158,128,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200909,21000031,9,3,,,1877,1017,0,194,156,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200910,21000031,10,3,,,2219,1201,0,229,184,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200911,21000031,11,3,,,2560,1386,0,264,213,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200912,21000031,12,3,,,2901,1571,0,299,241,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200913,21000031,13,4,,,3413,1848,0,352,284,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200914,21000031,14,4,,,3925,2126,0,405,326,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200915,21000031,15,4,,,4437,2403,0,458,369,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200916,21000031,16,4,,,4949,2680,0,511,411,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200917,21000031,17,4,,,5461,2958,0,563,454,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200918,21000031,18,5,,,6144,3327,0,634,511,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200919,21000031,19,5,,,6827,3697,0,704,567,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200920,21000031,20,5,,,7509,4067,0,775,624,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200921,21000031,21,5,,,8192,4436,0,845,681,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200922,21000031,22,5,,,8875,4806,0,915,737,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200923,21000031,23,5,,,9557,5176,0,986,794,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200924,21000031,24,6,,,10411,5638,0,1074,865,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200925,21000031,25,6,,,11264,6100,0,1162,936,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200926,21000031,26,6,,,12117,6562,0,1250,1007,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200927,21000031,27,6,,,12971,7024,0,1338,1078,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200928,21000031,28,6,,,13824,7486,0,1426,1149,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200929,21000031,29,6,,,14677,7948,0,1514,1220,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200930,21000031,30,7,,,15531,8411,0,1602,1291,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200931,21000032,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200932,21000032,2,1,,,172,91,0,18,14,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200933,21000032,3,1,,,345,183,0,35,27,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200934,21000032,4,1,,,517,274,0,53,41,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200935,21000032,5,2,,,776,412,0,79,62,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200936,21000032,6,2,,,1034,549,0,106,82,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200937,21000032,7,2,,,1293,686,0,132,103,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200938,21000032,8,2,,,1551,823,0,158,123,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200939,21000032,9,3,,,1896,1006,0,194,151,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200940,21000032,10,3,,,2241,1189,0,229,178,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200941,21000032,11,3,,,2586,1372,0,264,205,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200942,21000032,12,3,,,2930,1555,0,299,233,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200943,21000032,13,4,,,3448,1829,0,352,274,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200944,21000032,14,4,,,3965,2103,0,405,315,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200945,21000032,15,4,,,4482,2378,0,458,356,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200946,21000032,16,4,,,4999,2652,0,511,397,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200947,21000032,17,4,,,5516,2926,0,563,438,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200948,21000032,18,5,,,6206,3292,0,634,493,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200949,21000032,19,5,,,6895,3658,0,704,548,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200950,21000032,20,5,,,7585,4024,0,775,602,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200951,21000032,21,5,,,8274,4389,0,845,657,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200952,21000032,22,5,,,8964,4755,0,915,712,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200953,21000032,23,5,,,9653,5121,0,986,767,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200954,21000032,24,6,,,10515,5578,0,1074,835,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200955,21000032,25,6,,,11377,6035,0,1162,904,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200956,21000032,26,6,,,12239,6493,0,1250,972,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200957,21000032,27,6,,,13101,6950,0,1338,1041,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
