"英雄ID{id,int}(id,number)","英雄名称(chinese_hero_name,string)","中文称号(chinese_nickname,string)",英文名,英文称号,"英雄类型{hero_type,int}","颜色{color_type,int}(color_type,number)","移动方式{move_type,int}(move_type,number)","武器{weapon_type,int}(weapon_type,number)","性别{gender,int}(gender,number)","战斗时头像资源id(battle_head,string)","受伤时头像资源id(injured_head,string)","方头像资源id(quadrate_head,string)","站立立绘资源id(stand_drawing,string)","普通攻击立绘资源id(attack_drawing,string)","奥义攻击立绘资源id(aoyi_drawing,string)","受伤立绘资源id(injured_drawing,string)",音频id,"对话文本(dialog,string)","简介(profile,string)","初始武器技能{weapon_skills,json_funcs}(weapon_skill,json)","初始辅助技能{support_skills,json_funcs}(support_skills,json)","初始奥义技能{aoyi_skills,json_funcs}(aoyi_skills,json)","初始被动技能A{a_skills,json_funcs}(a_skills,json)","初始被动技能B{b_skills,json_funcs}(b_skills,json)","初始被动技能C{c_skills,json_funcs}(c_skills,json)","HP{hps,ints}(hps,array)","攻击{attacks,ints}(attacks,array)","速度{speeds,ints}(speeds,array)","防守{defenses,ints}(defenses,array)","魔防{magic_defenses,ints}(magic_defenses,array)","技巧{techniques,ints}(techniques,array)","幸运{lucks,ints}(lucks,array)","祝福类型{bless_type,int}(bless_type,number)","祝福属性类型1{bless_type_1,int}（bless_type_1,number)","祝福类型值1{bless_value_1,int}(bless_value_1,number)","祝福属性类型2{bless_type_2,int}(bless_type_2,number)","祝福类型值2{bless_value_2,int}(bless_value_2,number)"
20131702,尼尼安,宿命的巫女,Ninian,Oracle of Destiny,1,3,1,7,0,bh20131702,bh20131702,bh20131702,bb20131702,bb20131702,bb20131702,bb20131702,,,,"[{type:1,param:21170001,value:1},{type:1,param:21170002,value:2},{type:1,param:21170005,value:3},{type:1,param:21170006,value:5}]","[{type:1,param:21408001,value:3}]",[],[],"[{type:1,param:21520029,value:1},{type:1,param:21520030,value:2},{type:1,param:21520031,value:4}]","[{type:1,param:21530013,value:3},{type:1,param:21530014,value:4},{type:1,param:21530026,value:5}]","{14,33}","{3,17}","{5,24}","{4,17}","{3,19}","{5,24}","{5,19}",0,0,0,0,0
20141803,拉克西丝,狮子王妹,Lachesis,Lionheart's Sister,1,4,1,8,0,bh20141803,bh20141803,bh20141803,bb20141803,bb20141803,bb20141803,bb20141803,,,,"[{type:1,param:21180001,value:1},{type:1,param:21180002,value:3},{type:1,param:21180003,value:5}]","[{type:1,param:21401001,value:1},{type:1,param:21401002,value:2},{type:1,param:21401008,value:4},{type:1,param:21401009,value:5}]","[{type:1,param:21330007,value:2},{type:1,param:21330005,value:3}]",[],[],"[{type:1,param:21530093,value:3},{type:1,param:21530094,value:4},{type:1,param:21530095,value:5}]","{15,31}","{4,23}","{6,19}","{3,16}","{6,22}","{1,15}","{10,26}",0,0,0,0,0
20112102,漆黑骑士,四骏之将,Black Knight,Sinister General,1,1,2,1,1,bh20112102,bh20112102,bh20112102,bb20112102,bb20112102,bb20112102,bb20112102,,,,"[{type:1,param:21110001,value:1},{type:1,param:21110002,value:2},{type:1,param:21110003,value:3},{type:1,param:21110054,value:5}]",[],"[{type:1,param:21310017,value:3},{type:1,param:21310019,value:4},{type:1,param:21310020,value:5}]","[{type:1,param:21510138,value:3},{type:1,param:21510139,value:4},{type:1,param:21510140,value:5}]","[{type:1,param:21520032,value:1},{type:1,param:21520033,value:2},{type:1,param:21520034,value:4}]",[],"{20,39}","{8,26}","{6,25}","{7,26}","{3,12}","{7,23}","{3,12}",0,0,0,0,0
20124701,梅尔,纯真的龙人,Myrrh,Great Dragon,1,2,4,7,0,bh20124701,bh20124701,bh20124701,bb20124701,bb20124701,bb20124701,bb20124701,,,,"[{type:1,param:21170001,value:1},{type:1,param:21170002,value:3},{type:1,param:21170012,value:5}]",[],"[{type:1,param:21310008,value:3},{type:1,param:21310009,value:4}]","[{type:1,param:21510004,value:1},{type:1,param:21510005,value:2},{type:1,param:21510006,value:4}]",[],"[{type:1,param:21530084,value:3},{type:1,param:21530085,value:4},{type:1,param:21530025,value:5}]","{14,33}","{5,24}","{4,18}","{1,25}","{5,23}","{5,21}","{5,19}",0,0,0,0,0
20141804,莉兹,活蹦乱跳的修女,Lissa,Sprightly Cleric,1,4,1,8,0,bh20141804,bh20141804,bh20141804,bb20141804,bb20141804,bb20141804,bb20141804,,,,"[{type:1,param:21180001,value:1},{type:1,param:21180014,value:3},{type:1,param:21180015,value:5}]","[{type:1,param:21401001,value:1},{type:1,param:21401003,value:2},{type:1,param:21401010,value:4},{type:1,param:21401011,value:5}]","[{type:1,param:21330007,value:2},{type:1,param:21330003,value:3}]",[],"[{type:1,param:21520004,value:3},{type:1,param:21520005,value:4},{type:1,param:21520006,value:5}]",[],"{15,31}","{5,19}","{4,18}","{4,20}","{6,22}","{1,17}","{10,24}",0,0,0,0,0
20133601,莱茵哈特,雷神的亲信,Reinhardt,Thunder's Fist,1,3,3,6,1,bh20133601,bh20133601,bh20133601,bb20133601,bb20133601,bb20133601,bb20133601,,,,"[{type:1,param:21160032,value:1},{type:1,param:21160034,value:3},{type:1,param:21160068,value:5}]",[],"[{type:1,param:21320010,value:3},{type:1,param:21320012,value:4}]",[],"[{type:1,param:21520132,value:1},{type:1,param:21520133,value:2},{type:1,param:21520134,value:4}]","[{type:1,param:21530084,value:3},{type:1,param:21530085,value:4},{type:1,param:21530112,value:5}]","{14,30}","{6,24}","{4,17}","{3,19}","{6,19}","{2,16}","{9,25}",0,0,0,0,0
20112103,多加,阿利提亚重骑士,Draug,Gentle Giant,1,1,2,1,1,bh20112103,bh20112103,bh20112103,bb20112103,bb20112103,bb20112103,bb20112103,,,,"[{type:1,param:21110001,value:1},{type:1,param:21110002,value:2},{type:1,param:21110005,value:3},{type:1,param:21110006,value:5}]",[],"[{type:1,param:21350001,value:3},{type:1,param:21350003,value:4}]",[],"[{type:1,param:21520128,value:3}]","[{type:1,param:21530090,value:1},{type:1,param:21530091,value:2},{type:1,param:21530117,value:4}]","{22,41}","{6,22}","{4,23}","{11,30}","{1,12}","{7,25}","{3,19}",0,0,0,0,0
20141805,鲁塞亚,慈悲之光,Lucius,The Light,1,4,1,8,0,bh20141805,bh20141805,bh20141805,bb20141805,bb20141805,bb20141805,bb20141805,,,,"[{type:1,param:21180001,value:1},{type:1,param:21180008,value:3},{type:1,param:21180009,value:5}]","[{type:1,param:21401001,value:1},{type:1,param:21401003,value:2},{type:1,param:21401012,value:4},{type:1,param:21401013,value:5}]","[{type:1,param:21330007,value:2},{type:1,param:21330001,value:3}]","[{type:1,param:21510013,value:3},{type:1,param:21510014,value:4},{type:1,param:21510015,value:5}]",[],[],"{16,30}","{4,23}","{6,22}","{1,9}","{7,26}","{1,14}","{10,24}",0,0,0,0,0
20133602,欧尔玟,蓝色魔道骑士,Olwen,Blue Mage Knight,1,3,3,6,1,bh20133602,bh20133602,bh20133602,bb20133602,bb20133602,bb20133602,bb20133602,,,,"[{type:1,param:21160032,value:1},{type:1,param:21160034,value:3},{type:1,param:21160068,value:5}]","[{type:1,param:21402001,value:3}]",[],"[{type:1,param:21510117,value:1},{type:1,param:21510118,value:2},{type:1,param:21510119,value:4}]",[],"[{type:1,param:21530093,value:3},{type:1,param:21530094,value:4},{type:1,param:21530113,value:5}]","{15,28}","{5,19}","{6,25}","{3,14}","{4,22}","{2,18}","{9,25}",0,0,0,0,0
20123601,瑟西莉亚,王国之女,Cecilia,Etrurian General,1,2,3,6,0,bh20123601,bh20123601,bh20123601,bb20123601,bb20123601,bb20123601,bb20123601,,,,"[{type:1,param:21160072,value:1},{type:1,param:21160073,value:2},{type:1,param:21160078,value:3},{type:1,param:21160079,value:5}]","[{type:1,param:21409010,value:3}]",[],"[{type:1,param:21510016,value:3},{type:1,param:21510017,value:4},{type:1,param:21510018,value:5}]","[{type:1,param:21520029,value:1},{type:1,param:21520030,value:2},{type:1,param:21520031,value:4}]",[],"{15,29}","{6,24}","{4,18}","{3,16}","{5,21}","{2,15}","{9,28}",0,0,0,0,0
20112104,塞尔吉乌斯,漆黑之将,Zelgius,Jet-Black General,1,1,2,1,1,bh20112104,bh20112104,bh20112104,bb20112104,bb20112104,bb20112104,bb20112104,,,,"[{type:1,param:21110001,value:1},{type:1,param:21110002,value:2},{type:1,param:21110003,value:3},{type:1,param:21110054,value:5}]",[],"[{type:1,param:21310017,value:3},{type:1,param:21310019,value:4},{type:1,param:21310020,value:5}]","[{type:1,param:21510132,value:3},{type:1,param:21510133,value:4},{type:1,param:21510134,value:5}]","[{type:1,param:21520038,value:5}]","[{type:1,param:21530051,value:1},{type:1,param:21530052,value:2},{type:1,param:21530053,value:4}]","{20,38}","{8,27}","{5,24}","{8,29}","{4,15}","{7,25}","{3,19}",0,0,0,0,0
20133603,拉切尔,光之圣公主,L'Arachel,Princess of Light,1,3,3,6,0,bh20133603,bh20133603,bh20133603,bb20133603,bb20133603,bb20133603,bb20133603,,,,"[{type:1,param:21160036,value:1},{type:1,param:21160038,value:3},{type:1,param:21160067,value:5}]",[],"[{type:1,param:21320004,value:3},{type:1,param:21320005,value:4}]",[],"[{type:1,param:21520004,value:1},{type:1,param:21520005,value:2},{type:1,param:21520006,value:4}]","[{type:1,param:21530036,value:3},{type:1,param:21530037,value:4},{type:1,param:21530038,value:5}]","{14,27}","{7,25}","{5,23}","{2,11}","{5,23}","{2,16}","{9,25}",0,0,0,0,0
20123602,斯利兹,梦中的微笑,Gunnthrá,Voice of Dreams,1,2,3,6,1,bh20123602,bh20123602,bh20123602,bb20123602,bb20123602,bb20123602,bb20123602,,,,"[{type:1,param:21160072,value:1},{type:1,param:21160073,value:2},{type:1,param:21160074,value:3},{type:1,param:21160102,value:5}]",[],"[{type:1,param:21310011,value:3},{type:1,param:21310013,value:4}]","[{type:1,param:21510010,value:1},{type:1,param:21510011,value:2},{type:1,param:21510012,value:4}]","[{type:1,param:21520022,value:5}]","[{type:1,param:21530063,value:3},{type:1,param:21530064,value:4},{type:1,param:21530065,value:5}]","{13,29}","{5,23}","{7,25}","{4,13}","{4,18}","{2,18}","{9,30}",1,1,3,5,2
20143801,克拉莉涅,任性的公主将军,Clarine,Refined Noble,1,4,3,8,0,bh20143801,bh20143801,bh20143801,bb20143801,bb20143801,bb20143801,bb20143801,,,,"[{type:1,param:21180001,value:1},{type:1,param:21180004,value:3},{type:1,param:21180005,value:5}]","[{type:1,param:21401001,value:1},{type:1,param:21401003,value:2},{type:1,param:21401012,value:4},{type:1,param:21401013,value:5}]","[{type:1,param:21330007,value:2},{type:1,param:21330004,value:3}]","[{type:1,param:21510025,value:3},{type:1,param:21510026,value:4},{type:1,param:21510027,value:5}]",[],[],"{14,28}","{4,18}","{7,25}","{3,16}","{5,21}","{1,9}","{10,28}",0,0,0,0,0
20112105,赛菲尔,解放之王,Zephiel,The Liberator,1,1,2,1,1,bh20112105,bh20112105,bh20112105,bb20112105,bb20112105,bb20112105,bb20112105,,,,"[{type:1,param:21110001,value:1},{type:1,param:21110002,value:2},{type:1,param:21110003,value:3},{type:1,param:21110036,value:5}]",[],"[{type:1,param:21310014,value:3},{type:1,param:21310015,value:4}]","[{type:1,param:21510001,value:3},{type:1,param:21510002,value:4},{type:1,param:21510003,value:5}]","[{type:1,param:21520144,value:1},{type:1,param:21520145,value:2},{type:1,param:21520146,value:4}]",[],"{23,46}","{7,26}","{1,10}","{10,29}","{3,17}","{7,26}","{3,17}",0,0,0,0,0
20131601,鲁弗莱,圣王的军师,Robin,High Deliverer,1,3,1,6,1,bh20131601,bh20131601,bh20131601,bb20131601,bb20131601,bb20131601,bb20131601,,,,"[{type:1,param:21160032,value:1},{type:1,param:21160033,value:2},{type:1,param:21160042,value:3},{type:1,param:21160043,value:5}]",[],"[{type:1,param:21310008,value:3},{type:1,param:21310009,value:4}]","[{type:1,param:21510054,value:3},{type:1,param:21510055,value:4},{type:1,param:21510056,value:5}]",[],"[{type:1,param:21530090,value:1},{type:1,param:21530091,value:2},{type:1,param:21530092,value:4}]","{16,32}","{5,21}","{5,21}","{5,21}","{3,16}","{2,18}","{9,23}",0,0,0,0,0
20121601,鲁弗莱,充满谜团的军师,Robin,Mystery Tactician,1,2,1,6,0,bh20121601,bh20121601,bh20121601,bb20121601,bb20121601,bb20121601,bb20121601,,,,"[{type:1,param:21160072,value:1},{type:1,param:21160073,value:2},{type:1,param:21160082,value:3},{type:1,param:21160083,value:5}]",[],"[{type:1,param:21310008,value:3},{type:1,param:21310010,value:4}]","[{type:1,param:21510060,value:3},{type:1,param:21510061,value:4},{type:1,param:21510062,value:5}]","[{type:1,param:21520078,value:1},{type:1,param:21520079,value:2},{type:1,param:21520080,value:4}]",[],"{16,32}","{5,21}","{5,21}","{5,21}","{3,16}","{2,18}","{9,27}",0,0,0,0,0
20143802,普莉西亚,深闺的公主,Priscilla,Delicate Princess,1,4,3,8,0,bh20143802,bh20143802,bh20143802,bb20143802,bb20143802,bb20143802,bb20143802,,,,"[{type:1,param:21180001,value:1},{type:1,param:21180010,value:3},{type:1,param:21180011,value:5}]","[{type:1,param:21401001,value:1},{type:1,param:21401003,value:2},{type:1,param:21401010,value:4},{type:1,param:21401011,value:5}]","[{type:1,param:21330007,value:2},{type:1,param:21330006,value:3}]",[],[],"[{type:1,param:21530090,value:3},{type:1,param:21530091,value:4},{type:1,param:21530092,value:5}]","{15,29}","{5,21}","{5,21}","{2,13}","{6,24}","{1,19}","{10,26}",0,0,0,0,0
20114101,希达,塔利斯的公主,Caeda,Talys's Heart,1,1,4,1,0,bh20114101,bh20114101,bh20114101,bb20114101,bb20114101,bb20114101,bb20114101,,,,"[{type:1,param:21110001,value:1},{type:1,param:21110002,value:2},{type:1,param:21110013,value:3},{type:1,param:21110014,value:5},{type:1,param:21110028,value:5}]","[{type:1,param:21409005,value:3}]",[],"[{type:1,param:21510111,value:3},{type:1,param:21510112,value:4},{type:1,param:21510113,value:5}]",[],"[{type:1,param:21530016,value:1},{type:1,param:21530017,value:2},{type:1,param:21530022,value:4}]","{15,29}","{4,18}","{7,28}","{3,17}","{8,26}","{7,23}","{3,14}",0,0,0,0,0
20121602,迪雅朵拉,精灵森林的少女,Deirdre,Lady of the Forest,1,2,1,6,0,bh20121602,bh20121602,bh20121602,bb20121602,bb20121602,bb20121602,bb20121602,,,,"[{type:1,param:21160072,value:1},{type:1,param:21160073,value:2},{type:1,param:21160074,value:3},{type:1,param:21160104,value:5}]","[{type:1,param:21410002,value:3}]",[],[],"[{type:1,param:21520135,value:1},{type:1,param:21520136,value:2},{type:1,param:21520137,value:4}]","[{type:1,param:21530057,value:3},{type:1,param:21530058,value:4},{type:1,param:21530059,value:5}]","{15,29}","{7,25}","{4,20}","{1,10}","{7,26}","{2,16}","{9,28}",0,0,0,0,0
20131602,迪优特,不受拘束,Delthea,Free Spirit,1,3,1,6,0,bh20131602,bh20131602,bh20131602,bb20131602,bb20131602,bb20131602,bb20131602,,,,"[{type:1,param:21160032,value:1},{type:1,param:21160034,value:3},{type:1,param:21160071,value:5}]",[],"[{type:1,param:21330001,value:3}]","[{type:1,param:21510108,value:1},{type:1,param:21510109,value:2},{type:1,param:21510110,value:4}]",[],"[{type:1,param:21530084,value:3},{type:1,param:21530104,value:4},{type:1,param:21530105,value:5}]","{14,27}","{8,27}","{6,25}","{1,9}","{5,23}","{2,16}","{9,27}",0,0,0,0,0
20114102,帕奥拉,白骑的长女,Palla,Eldest Whitewing,1,1,4,1,0,bh20114102,bh20114102,bh20114102,bb20114102,bb20114102,bb20114102,bb20114102,,,,"[{type:1,param:21110001,value:1},{type:1,param:21110002,value:2},{type:1,param:21110015,value:3},{type:1,param:21110016,value:5}]",[],"[{type:1,param:21310017,value:3},{type:1,param:21310018,value:4}]",[],"[{type:1,param:21520032,value:3},{type:1,param:21520033,value:4},{type:1,param:21520034,value:5}]","[{type:1,param:21530087,value:1},{type:1,param:21530088,value:2},{type:1,param:21530114,value:4}]","{16,34}","{5,23}","{7,23}","{4,20}","{5,19}","{7,20}","{3,17}",0,0,0,0,0
20131603,伊修达尔,雷神,Ishtar,Thunder Goddess,1,3,1,6,1,bh20131603,bh20131603,bh20131603,bb20131603,bb20131603,bb20131603,bb20131603,,,,"[{type:1,param:21160032,value:1},{type:1,param:21160033,value:2},{type:1,param:21160034,value:3},{type:1,param:21160069,value:5}]",[],"[{type:1,param:21310017,value:3},{type:1,param:21310018,value:4}]","[{type:1,param:21510111,value:3},{type:1,param:21510120,value:4},{type:1,param:21510121,value:5}]","[{type:1,param:21520132,value:1},{type:1,param:21520133,value:2},{type:1,param:21520134,value:4}]","[{type:1,param:21530078,value:3},{type:1,param:21530079,value:4},{type:1,param:21530080,value:5}]","{14,30}","{6,25}","{8,27}","{2,11}","{5,19}","{2,16}","{9,28}",0,0,0,0,0
20121603,妮诺,魔道娇子,Nino,Pious Mage,1,2,1,6,1,bh20121603,bh20121603,bh20121603,bb20121603,bb20121603,bb20121603,bb20121603,,,,"[{type:1,param:21160072,value:1},{type:1,param:21160073,value:2},{type:1,param:21160076,value:3},{type:1,param:21160077,value:5}]","[{type:1,param:21407001,value:3}]",[],"[{type:1,param:21510025,value:1},{type:1,param:21510026,value:2},{type:1,param:21510027,value:4}]",[],"[{type:1,param:21530007,value:3},{type:1,param:21530008,value:4},{type:1,param:21530009,value:5}]","{14,27}","{5,24}","{8,27}","{2,13}","{5,19}","{2,16}","{9,25}",0,0,0,0,0
20114103,艾琳西亚,亡国的公主,Elincia,Lost Princess,1,1,4,1,0,bh20114103,bh20114103,bh20114103,bb20114103,bb20114103,bb20114103,bb20114103,,,,"[{type:1,param:21110001,value:1},{type:1,param:21110002,value:2},{type:1,param:21110003,value:3},{type:1,param:21110044,value:5}]","[{type:1,param:21410002,value:3}]",[],"[{type:1,param:21510108,value:1},{type:1,param:21510109,value:2},{type:1,param:21510110,value:4}]","[{type:1,param:21520035,value:3},{type:1,param:21520036,value:4},{type:1,param:21520037,value:5}]",[],"{14,28}","{6,25}","{8,27}","{3,17}","{6,20}","{7,20}","{3,16}",0,0,0,0,0
20121604,尤莉亚,神龙的继承者,Julia,Naga's Blood,1,2,1,6,0,bh20121604,bh20121604,bh20121604,bb20121604,bb20121604,bb20121604,bb20121604,,,,"[{type:1,param:21160072,value:1},{type:1,param:21160073,value:2},{type:1,param:21160074,value:3},{type:1,param:21160103,value:5}]",[],"[{type:1,param:21310004,value:3},{type:1,param:21310006,value:4}]","[{type:1,param:21510025,value:1},{type:1,param:21510026,value:2},{type:1,param:21510027,value:4}]",[],"[{type:1,param:21530132,value:3},{type:1,param:21530133,value:4},{type:1,param:21530134,value:5}]","{14,30}","{7,26}","{5,19}","{2,11}","{6,24}","{2,18}","{9,25}",0,0,0,0,0
20131604,琳达,光之魔导师,Linde,Light Mage,1,3,1,6,0,bh20131604,bh20131604,bh20131604,bb20131604,bb20131604,bb20131604,bb20131604,,,,"[{type:1,param:21160032,value:1},{type:1,param:21160034,value:3},{type:1,param:21160070,value:5}]","[{type:1,param:21410002,value:3}]",[],"[{type:1,param:21510019,value:1},{type:1,param:21510020,value:2},{type:1,param:21510021,value:4}]",[],"[{type:1,param:21530016,value:3},{type:1,param:21530017,value:4},{type:1,param:21530018,value:5}]","{14,28}","{7,26}","{8,27}","{2,10}","{3,19}","{2,15}","{9,30}",0,0,0,0,0
20111701,琪姬(大人),神龙的巫女,Tiki,Naga's Voice,1,1,1,7,0,bh20111701,bh20111701,bh20111701,bb20111701,bb20111701,bb20111701,bb20111701,,,,"[{type:1,param:21170001,value:1},{type:1,param:21170002,value:2},{type:1,param:21170005,value:3},{type:1,param:21170006,value:5},{type:1,param:21170013,value:5}]",[],"[{type:1,param:21310008,value:3},{type:1,param:21310009,value:4}]","[{type:1,param:21510051,value:1},{type:1,param:21510052,value:2},{type:1,param:21510053,value:4}]",[],"[{type:1,param:21530093,value:3},{type:1,param:21530094,value:4},{type:1,param:21530095,value:5}]","{16,32}","{5,26}","{4,17}","{7,26}","{5,18}","{5,19}","{5,21}",0,0,0,0,0
20131605,奥丁,封印着力量之人,Odin,Potent Force,1,3,1,6,1,bh20131605,bh20131605,bh20131605,bb20131605,bb20131605,bb20131605,bb20131605,,,,"[{type:1,param:21160032,value:1},{type:1,param:21160040,value:3},{type:1,param:21160041,value:5}]",[],"[{type:1,param:21310017,value:3},{type:1,param:21310018,value:4}]","[{type:1,param:21510051,value:3},{type:1,param:21510052,value:4},{type:1,param:21510053,value:5}]","[{type:1,param:21520075,value:1},{type:1,param:21520076,value:2},{type:1,param:21520077,value:4}]",[],"{17,35}","{3,16}","{6,24}","{4,18}","{4,18}","{2,15}","{9,25}",0,0,0,0,0
20131606,卢特,智见非凡的魔道,Lute,Prodigy,1,3,1,6,1,bh20131606,bh20131606,bh20131606,bb20131606,bb20131606,bb20131606,bb20131606,,,,"[{type:1,param:21160032,value:1},{type:1,param:21160033,value:2},{type:1,param:21160034,value:3},{type:1,param:21160065,value:5}]","[{type:1,param:21409001,value:3},{type:1,param:21409004,value:4}]",[],"[{type:1,param:21510025,value:3},{type:1,param:21510034,value:4},{type:1,param:21510035,value:5}]",[],"[{type:1,param:21530063,value:1},{type:1,param:21530064,value:2},{type:1,param:21530065,value:4}]","{14,27}","{8,27}","{6,24}","{1,10}","{6,25}","{2,18}","{9,27}",0,0,0,0,0
20111601,阿尔维斯,神炎的皇帝,Arvis,Emperor of Flame,1,1,1,6,1,bh20111601,bh20111601,bh20111601,bb20111601,bb20111601,bb20111601,bb20111601,,,,"[{type:1,param:21160001,value:1},{type:1,param:21160003,value:3},{type:1,param:21160024,value:5}]",[],"[{type:1,param:21320001,value:3},{type:1,param:21320002,value:4}]",[],"[{type:1,param:21520007,value:5}]","[{type:1,param:21530060,value:1},{type:1,param:21530061,value:2},{type:1,param:21530062,value:4}]","{16,27}","{6,25}","{5,23}","{2,11}","{5,24}","{2,15}","{9,25}",0,0,0,0,0
20111602,卡纳斯,知识的探求者,Canas,Wisdom Seeker,1,1,1,6,1,bh20111602,bh20111602,bh20111602,bb20111602,bb20111602,bb20111602,bb20111602,,,,"[{type:1,param:21160005,value:1},{type:1,param:21160006,value:2},{type:1,param:21160015,value:3},{type:1,param:21160016,value:5}]","[{type:1,param:21410001,value:3}]",[],"[{type:1,param:21510025,value:3},{type:1,param:21510034,value:4},{type:1,param:21510035,value:5}]",[],"[{type:1,param:21530036,value:1},{type:1,param:21530037,value:2},{type:1,param:21530038,value:4}]","{15,29}","{8,24}","{3,21}","{2,15}","{7,25}","{2,11}","{9,27}",0,0,0,0,0
20131607,梅伊,空转的活力,Mae,Bundle of Energy,1,3,1,6,0,bh20131607,bh20131607,bh20131607,bb20131607,bb20131607,bb20131607,bb20131607,,,,"[{type:1,param:21160032,value:1},{type:1,param:21160044,value:3},{type:1,param:21160045,value:5}]","[{type:1,param:21407001,value:3}]",[],[],"[{type:1,param:21520091,value:3},{type:1,param:21520092,value:4},{type:1,param:21520093,value:5}]","[{type:1,param:21530150,value:1},{type:1,param:21530151,value:2},{type:1,param:21530152,value:4}]","{14,28}","{8,27}","{5,23}","{1,10}","{6,22}","{2,15}","{9,23}",0,0,0,0,0
20131608,米卡雅,银发少女,Micaiah,Priestess of Dawn,1,3,1,6,0,bh20131608,bh20131608,bh20131608,bb20131608,bb20131608,bb20131608,bb20131608,,,,"[{type:1,param:21160036,value:1},{type:1,param:21160037,value:2},{type:1,param:21160038,value:3},{type:1,param:21160064,value:5}]","[{type:1,param:21410002,value:3},{type:1,param:21410003,value:5}]",[],"[{type:1,param:21510159,value:3},{type:1,param:21510160,value:4},{type:1,param:21510161,value:5}]","[{type:1,param:21520062,value:3},{type:1,param:21520063,value:4},{type:1,param:21520064,value:5}]","[{type:1,param:21530084,value:1},{type:1,param:21530104,value:2},{type:1,param:21530105,value:4}]","{14,28}","{7,26}","{4,20}","{3,12}","{7,26}","{2,16}","{9,23}",0,0,0,0,0
20111603,赛莉卡,慈悲的公主,Celica,Caring Princess,1,1,1,6,0,bh20111603,bh20111603,bh20111603,bb20111603,bb20111603,bb20111603,bb20111603,,,,"[{type:1,param:21160001,value:1},{type:1,param:21160003,value:3},{type:1,param:21160026,value:5}]",[],"[{type:1,param:21320004,value:3},{type:1,param:21320006,value:4}]","[{type:1,param:21510159,value:3},{type:1,param:21510160,value:4},{type:1,param:21510161,value:5}]",[],"[{type:1,param:21530090,value:1},{type:1,param:21530091,value:2},{type:1,param:21530092,value:4}]","{15,31}","{6,24}","{5,24}","{3,16}","{5,16}","{2,15}","{9,25}",0,0,0,0,0
20111604,苏菲亚,納巴塔的预言家,Sophia,Nabata Prophet,1,1,1,6,0,bh20111604,bh20111604,bh20111604,bb20111604,bb20111604,bb20111604,bb20111604,,,,"[{type:1,param:21160005,value:1},{type:1,param:21160006,value:2},{type:1,param:21160007,value:3},{type:1,param:21160008,value:5}]",[],"[{type:1,param:21310004,value:3},{type:1,param:21310006,value:4}]","[{type:1,param:21510117,value:3},{type:1,param:21510118,value:4},{type:1,param:21510119,value:5}]",[],"[{type:1,param:21530016,value:1},{type:1,param:21530017,value:2},{type:1,param:21530018,value:4}]","{16,32}","{7,25}","{2,13}","{4,20}","{5,21}","{2,15}","{9,27}",0,0,0,0,0
20111605,撒拉,阴沉的暗影法师,Tharja,Dark Shadow,1,1,1,6,1,bh20111605,bh20111605,bh20111605,bb20111605,bb20111605,bb20111605,bb20111605,,,,"[{type:1,param:21160005,value:1},{type:1,param:21160009,value:3},{type:1,param:21160010,value:5}]",[],"[{type:1,param:21310014,value:3},{type:1,param:21310016,value:4}]","[{type:1,param:21510111,value:1},{type:1,param:21510112,value:2},{type:1,param:21510113,value:4}]",[],"[{type:1,param:21530093,value:3},{type:1,param:21530094,value:4},{type:1,param:21530095,value:5}]","{15,31}","{6,24}","{6,25}","{4,17}","{3,14}","{2,18}","{9,23}",0,0,0,0,0
20111606,卡达丽娜,迷途军师,Katarina,Wayward One,1,1,1,6,0,bh20111606,bh20111606,bh20111606,bb20111606,bb20111606,bb20111606,bb20111606,,,,"[{type:1,param:21160001,value:1},{type:1,param:21160015,value:3},{type:1,param:21160016,value:5}]",[],"[{type:1,param:21310011,value:3},{type:1,param:21310013,value:4}]","[{type:1,param:21510108,value:3},{type:1,param:21510120,value:4},{type:1,param:21510121,value:5}]",[],"[{type:1,param:21530054,value:1},{type:1,param:21530055,value:2},{type:1,param:21530056,value:4}]","{15,28}","{4,23}","{6,25}","{3,11}","{6,24}","{2,16}","{9,25}",0,0,0,0,0
20111607,雷伊,暗之娇子,Raigh,Dark Child,1,1,1,6,1,bh20111607,bh20111607,bh20111607,bb20111607,bb20111607,bb20111607,bb20111607,,,,"[{type:1,param:21160005,value:1},{type:1,param:21160011,value:3},{type:1,param:21160012,value:5}]","[{type:1,param:21409001,value:3}]",[],"[{type:1,param:21510013,value:3},{type:1,param:21510014,value:4},{type:1,param:21510015,value:5}]","[{type:1,param:21520119,value:1},{type:1,param:21520120,value:2},{type:1,param:21520121,value:4}]",[],"{15,29}","{6,24}","{5,21}","{3,16}","{5,21}","{2,18}","{9,27}",0,0,0,0,0
20111608,莉莉娜,美丽的盟主,Lilina,Delightful Noble,1,1,1,6,0,bh20111608,bh20111608,bh20111608,bb20111608,bb20111608,bb20111608,bb20111608,,,,"[{type:1,param:21160001,value:1},{type:1,param:21160003,value:2},{type:1,param:21160004,value:3},{type:1,param:21160031,value:5}]",[],"[{type:1,param:21320001,value:3},{type:1,param:21320002,value:4}]","[{type:1,param:21510016,value:3},{type:1,param:21510017,value:4},{type:1,param:21510018,value:5}]",[],"[{type:1,param:21530084,value:1},{type:1,param:21530085,value:2},{type:1,param:21530086,value:4}]","{14,28}","{7,28}","{4,18}","{2,13}","{7,23}","{2,16}","{9,23}",0,0,0,0,0
