"ID{id,int}(idx)","装备CID{equipCid,int}(num,equipCid)","装备星级{star,int}(num,star)","属性类型{attType,ints}(fun,attType)","属性值{value,ints}(fun,attVal)","计算类型{calType,ints}(fun,calType)","升级到下一星级消耗{costs,json_funcs}(json,costs)",
56700592,56520049,3,"{5,2}","{2682,156}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700593,56520049,4,"{5,2}","{3576,208}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700594,56520049,5,"{5,2}","{4470,260}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700595,56520050,0,"{5,2}","{0,0}","{1,1}",,
56700596,56520050,1,"{5,2}","{746,36}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700597,56520050,2,"{5,2}","{1492,72}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700598,56520050,3,"{5,2}","{2238,108}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700599,56520050,4,"{5,2}","{2984,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700600,56520050,5,"{5,2}","{3730,180}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700601,56530001,0,"{1,2}","{0,0}","{1,1}",,
56700602,56530001,1,"{1,2}","{172,72}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700603,56530001,2,"{1,2}","{344,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700604,56530001,3,"{1,2}","{516,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700605,56530001,4,"{1,2}","{688,288}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700606,56530001,5,"{1,2}","{860,360}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700607,56530002,0,"{1,2}","{0,0}","{1,1}",,
56700608,56530002,1,"{1,2}","{170,72}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700609,56530002,2,"{1,2}","{340,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700610,56530002,3,"{1,2}","{510,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700611,56530002,4,"{1,2}","{680,288}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700612,56530002,5,"{1,2}","{850,360}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700613,56530003,0,"{1,2}","{0,0}","{1,1}",,
56700614,56530003,1,"{1,2}","{168,72}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700615,56530003,2,"{1,2}","{336,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700616,56530003,3,"{1,2}","{504,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700617,56530003,4,"{1,2}","{672,288}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700618,56530003,5,"{1,2}","{840,360}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700619,56530004,0,"{1,2}","{0,0}","{1,1}",,
56700620,56530004,1,"{1,2}","{168,74}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700621,56530004,2,"{1,2}","{336,148}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700622,56530004,3,"{1,2}","{504,222}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700623,56530004,4,"{1,2}","{672,296}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700624,56530004,5,"{1,2}","{840,370}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700625,56530005,0,"{3,2}","{0,0}","{1,1}",,
56700626,56530005,1,"{3,2}","{166,60}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700627,56530005,2,"{3,2}","{332,120}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700628,56530005,3,"{3,2}","{498,180}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700629,56530005,4,"{3,2}","{664,240}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700630,56530005,5,"{3,2}","{830,300}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700631,56530006,0,"{3,2}","{0,0}","{1,1}",,
56700632,56530006,1,"{3,2}","{164,58}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700633,56530006,2,"{3,2}","{328,116}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700634,56530006,3,"{3,2}","{492,174}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700635,56530006,4,"{3,2}","{656,232}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700636,56530006,5,"{3,2}","{820,290}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700637,56530007,0,"{1,2}","{0,0}","{1,1}",,
56700638,56530007,1,"{1,2}","{72,110}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700639,56530007,2,"{1,2}","{144,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700640,56530007,3,"{1,2}","{216,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700641,56530007,4,"{1,2}","{288,440}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700642,56530007,5,"{1,2}","{360,550}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700643,56530008,0,"{1,2}","{0,0}","{1,1}",,
56700644,56530008,1,"{1,2}","{72,110}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700645,56530008,2,"{1,2}","{144,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700646,56530008,3,"{1,2}","{216,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700647,56530008,4,"{1,2}","{288,440}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700648,56530008,5,"{1,2}","{360,550}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700649,56530009,0,"{3,2}","{0,0}","{1,1}",,
56700650,56530009,1,"{3,2}","{120,74}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700651,56530009,2,"{3,2}","{240,148}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700652,56530009,3,"{3,2}","{360,222}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700653,56530009,4,"{3,2}","{480,296}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700654,56530009,5,"{3,2}","{600,370}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700655,56530010,0,"{3,2}","{0,0}","{1,1}",,
56700656,56530010,1,"{3,2}","{118,76}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700657,56530010,2,"{3,2}","{236,152}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700658,56530010,3,"{3,2}","{354,228}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700659,56530010,4,"{3,2}","{472,304}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700660,56530010,5,"{3,2}","{590,380}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700661,56530011,0,"{1,2}","{0,0}","{1,1}",,
56700662,56530011,1,"{1,2}","{162,70}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700663,56530011,2,"{1,2}","{324,140}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700664,56530011,3,"{1,2}","{486,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700665,56530011,4,"{1,2}","{648,280}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700666,56530011,5,"{1,2}","{810,350}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700667,56530012,0,"{1,2}","{0,0}","{1,1}",,
56700668,56530012,1,"{1,2}","{158,68}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700669,56530012,2,"{1,2}","{316,136}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700670,56530012,3,"{1,2}","{474,204}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700671,56530012,4,"{1,2}","{632,272}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700672,56530012,5,"{1,2}","{790,340}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700673,56530013,0,"{1,2}","{0,0}","{1,1}",,
56700674,56530013,1,"{1,2}","{160,70}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700675,56530013,2,"{1,2}","{320,140}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700676,56530013,3,"{1,2}","{480,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700677,56530013,4,"{1,2}","{640,280}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700678,56530013,5,"{1,2}","{800,350}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700679,56530014,0,"{1,2}","{0,0}","{1,1}",,
56700680,56530014,1,"{1,2}","{158,72}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700681,56530014,2,"{1,2}","{316,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700682,56530014,3,"{1,2}","{474,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700683,56530014,4,"{1,2}","{632,288}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700684,56530014,5,"{1,2}","{790,360}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700685,56530015,0,"{3,2}","{0,0}","{1,1}",,
56700686,56530015,1,"{3,2}","{158,56}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700687,56530015,2,"{3,2}","{316,112}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700688,56530015,3,"{3,2}","{474,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700689,56530015,4,"{3,2}","{632,224}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700690,56530015,5,"{3,2}","{790,280}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700691,56530016,0,"{3,2}","{0,0}","{1,1}",,
56700692,56530016,1,"{3,2}","{158,56}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700693,56530016,2,"{3,2}","{316,112}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700694,56530016,3,"{3,2}","{474,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700695,56530016,4,"{3,2}","{632,224}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700696,56530016,5,"{3,2}","{790,280}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700697,56530017,0,"{1,2}","{0,0}","{1,1}",,
56700698,56530017,1,"{1,2}","{70,104}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700699,56530017,2,"{1,2}","{140,208}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700700,56530017,3,"{1,2}","{210,312}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700701,56530017,4,"{1,2}","{280,416}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700702,56530017,5,"{1,2}","{350,520}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700703,56530018,0,"{1,2}","{0,0}","{1,1}",,
56700704,56530018,1,"{1,2}","{68,106}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700705,56530018,2,"{1,2}","{136,212}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700706,56530018,3,"{1,2}","{204,318}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700707,56530018,4,"{1,2}","{272,424}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700708,56530018,5,"{1,2}","{340,530}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700709,56530019,0,"{3,2}","{0,0}","{1,1}",,
56700710,56530019,1,"{3,2}","{116,68}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700711,56530019,2,"{3,2}","{232,136}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700712,56530019,3,"{3,2}","{348,204}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700713,56530019,4,"{3,2}","{464,272}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700714,56530019,5,"{3,2}","{580,340}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700715,56530020,0,"{3,2}","{0,0}","{1,1}",,
56700716,56530020,1,"{3,2}","{116,68}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700717,56530020,2,"{3,2}","{232,136}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700718,56530020,3,"{3,2}","{348,204}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700719,56530020,4,"{3,2}","{464,272}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700720,56530020,5,"{3,2}","{580,340}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700721,56530021,0,"{1,2}","{0,0}","{1,1}",,
56700722,56530021,1,"{1,2}","{152,68}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700723,56530021,2,"{1,2}","{304,136}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700724,56530021,3,"{1,2}","{456,204}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700725,56530021,4,"{1,2}","{608,272}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700726,56530021,5,"{1,2}","{760,340}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700727,56530022,0,"{1,2}","{0,0}","{1,1}",,
56700728,56530022,1,"{1,2}","{154,68}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700729,56530022,2,"{1,2}","{308,136}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700730,56530022,3,"{1,2}","{462,204}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700731,56530022,4,"{1,2}","{616,272}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700732,56530022,5,"{1,2}","{770,340}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700733,56530023,0,"{1,2}","{0,0}","{1,1}",,
56700734,56530023,1,"{1,2}","{154,68}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700735,56530023,2,"{1,2}","{308,136}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700736,56530023,3,"{1,2}","{462,204}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700737,56530023,4,"{1,2}","{616,272}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700738,56530023,5,"{1,2}","{770,340}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700739,56530024,0,"{1,2}","{0,0}","{1,1}",,
56700740,56530024,1,"{1,2}","{150,68}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700741,56530024,2,"{1,2}","{300,136}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700742,56530024,3,"{1,2}","{450,204}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700743,56530024,4,"{1,2}","{600,272}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700744,56530024,5,"{1,2}","{750,340}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700745,56530025,0,"{3,2}","{0,0}","{1,1}",,
56700746,56530025,1,"{3,2}","{152,52}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700747,56530025,2,"{3,2}","{304,104}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700748,56530025,3,"{3,2}","{456,156}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700749,56530025,4,"{3,2}","{608,208}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700750,56530025,5,"{3,2}","{760,260}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700751,56530026,0,"{3,2}","{0,0}","{1,1}",,
56700752,56530026,1,"{3,2}","{148,54}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700753,56530026,2,"{3,2}","{296,108}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700754,56530026,3,"{3,2}","{444,162}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700755,56530026,4,"{3,2}","{592,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700756,56530026,5,"{3,2}","{740,270}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700757,56530027,0,"{1,2}","{0,0}","{1,1}",,
56700758,56530027,1,"{1,2}","{66,100}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700759,56530027,2,"{1,2}","{132,200}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700760,56530027,3,"{1,2}","{198,300}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700761,56530027,4,"{1,2}","{264,400}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700762,56530027,5,"{1,2}","{330,500}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700763,56530028,0,"{1,2}","{0,0}","{1,1}",,
56700764,56530028,1,"{1,2}","{66,102}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700765,56530028,2,"{1,2}","{132,204}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700766,56530028,3,"{1,2}","{198,306}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700767,56530028,4,"{1,2}","{264,408}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700768,56530028,5,"{1,2}","{330,510}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700769,56530029,0,"{3,2}","{0,0}","{1,1}",,
56700770,56530029,1,"{3,2}","{106,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700771,56530029,2,"{3,2}","{212,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700772,56530029,3,"{3,2}","{318,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700773,56530029,4,"{3,2}","{424,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700774,56530029,5,"{3,2}","{530,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700775,56530030,0,"{3,2}","{0,0}","{1,1}",,
56700776,56530030,1,"{3,2}","{106,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700777,56530030,2,"{3,2}","{212,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700778,56530030,3,"{3,2}","{318,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700779,56530030,4,"{3,2}","{424,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700780,56530030,5,"{3,2}","{530,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700781,56530031,0,"{1,2}","{0,0}","{1,1}",,
56700782,56530031,1,"{1,2}","{152,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700783,56530031,2,"{1,2}","{304,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700784,56530031,3,"{1,2}","{456,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700785,56530031,4,"{1,2}","{608,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700786,56530031,5,"{1,2}","{760,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700787,56530032,0,"{1,2}","{0,0}","{1,1}",,
56700788,56530032,1,"{1,2}","{150,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700789,56530032,2,"{1,2}","{300,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700790,56530032,3,"{1,2}","{450,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700791,56530032,4,"{1,2}","{600,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700792,56530032,5,"{1,2}","{750,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700793,56530033,0,"{1,2}","{0,0}","{1,1}",,
56700794,56530033,1,"{1,2}","{152,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700795,56530033,2,"{1,2}","{304,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700796,56530033,3,"{1,2}","{456,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700797,56530033,4,"{1,2}","{608,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700798,56530033,5,"{1,2}","{760,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700799,56530034,0,"{1,2}","{0,0}","{1,1}",,
56700800,56530034,1,"{1,2}","{148,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700801,56530034,2,"{1,2}","{296,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700802,56530034,3,"{1,2}","{444,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700803,56530034,4,"{1,2}","{592,256}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700804,56530034,5,"{1,2}","{740,320}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700805,56530035,0,"{3,2}","{0,0}","{1,1}",,
56700806,56530035,1,"{3,2}","{148,54}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700807,56530035,2,"{3,2}","{296,108}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700808,56530035,3,"{3,2}","{444,162}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700809,56530035,4,"{3,2}","{592,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700810,56530035,5,"{3,2}","{740,270}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700811,56530036,0,"{3,2}","{0,0}","{1,1}",,
56700812,56530036,1,"{3,2}","{148,54}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700813,56530036,2,"{3,2}","{296,108}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700814,56530036,3,"{3,2}","{444,162}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700815,56530036,4,"{3,2}","{592,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700816,56530036,5,"{3,2}","{740,270}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700817,56530037,0,"{1,2}","{0,0}","{1,1}",,
56700818,56530037,1,"{1,2}","{66,98}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700819,56530037,2,"{1,2}","{132,196}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700820,56530037,3,"{1,2}","{198,294}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700821,56530037,4,"{1,2}","{264,392}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700822,56530037,5,"{1,2}","{330,490}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700823,56530038,0,"{1,2}","{0,0}","{1,1}",,
56700824,56530038,1,"{1,2}","{64,98}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700825,56530038,2,"{1,2}","{128,196}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700826,56530038,3,"{1,2}","{192,294}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700827,56530038,4,"{1,2}","{256,392}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700828,56530038,5,"{1,2}","{320,490}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700829,56530039,0,"{3,2}","{0,0}","{1,1}",,
56700830,56530039,1,"{3,2}","{106,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700831,56530039,2,"{3,2}","{212,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700832,56530039,3,"{3,2}","{318,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700833,56530039,4,"{3,2}","{424,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700834,56530039,5,"{3,2}","{530,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700835,56530040,0,"{3,2}","{0,0}","{1,1}",,
56700836,56530040,1,"{3,2}","{108,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700837,56530040,2,"{3,2}","{216,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700838,56530040,3,"{3,2}","{324,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700839,56530040,4,"{3,2}","{432,256}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700840,56530040,5,"{3,2}","{540,320}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700841,56530041,0,"{1,2}","{0,0}","{1,1}",,
56700842,56530041,1,"{1,2}","{150,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700843,56530041,2,"{1,2}","{300,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700844,56530041,3,"{1,2}","{450,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700845,56530041,4,"{1,2}","{600,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700846,56530041,5,"{1,2}","{750,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700847,56530042,0,"{1,2}","{0,0}","{1,1}",,
56700848,56530042,1,"{1,2}","{148,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700849,56530042,2,"{1,2}","{296,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700850,56530042,3,"{1,2}","{444,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700851,56530042,4,"{1,2}","{592,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700852,56530042,5,"{1,2}","{740,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700853,56530043,0,"{3,2}","{0,0}","{1,1}",,
56700854,56530043,1,"{3,2}","{144,52}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700855,56530043,2,"{3,2}","{288,104}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700856,56530043,3,"{3,2}","{432,156}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700857,56530043,4,"{3,2}","{576,208}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700858,56530043,5,"{3,2}","{720,260}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700859,56530044,0,"{1,2}","{0,0}","{1,1}",,
56700860,56530044,1,"{1,2}","{64,96}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700861,56530044,2,"{1,2}","{128,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700862,56530044,3,"{1,2}","{192,288}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700863,56530044,4,"{1,2}","{256,384}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700864,56530044,5,"{1,2}","{320,480}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700865,56530045,0,"{3,2}","{0,0}","{1,1}",,
56700866,56530045,1,"{3,2}","{106,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700867,56530045,2,"{3,2}","{212,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700868,56530045,3,"{3,2}","{318,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700869,56530045,4,"{3,2}","{424,256}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700870,56530045,5,"{3,2}","{530,320}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700871,56530046,0,"{1,2}","{0,0}","{1,1}",,
56700872,56530046,1,"{1,2}","{146,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700873,56530046,2,"{1,2}","{292,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700874,56530046,3,"{1,2}","{438,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700875,56530046,4,"{1,2}","{584,256}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700876,56530046,5,"{1,2}","{730,320}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700877,56530047,0,"{1,2}","{0,0}","{1,1}",,
56700878,56530047,1,"{1,2}","{144,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700879,56530047,2,"{1,2}","{288,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700880,56530047,3,"{1,2}","{432,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700881,56530047,4,"{1,2}","{576,256}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700882,56530047,5,"{1,2}","{720,320}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700883,56530048,0,"{3,2}","{0,0}","{1,1}",,
56700884,56530048,1,"{3,2}","{144,52}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700885,56530048,2,"{3,2}","{288,104}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700886,56530048,3,"{3,2}","{432,156}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700887,56530048,4,"{3,2}","{576,208}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700888,56530048,5,"{3,2}","{720,260}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700889,56530049,0,"{1,2}","{0,0}","{1,1}",,
56700890,56530049,1,"{1,2}","{64,94}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700891,56530049,2,"{1,2}","{128,188}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700892,56530049,3,"{1,2}","{192,282}","{1,1}","[{type:4,param:80400001,value:-100}]",
